"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma0",0.0570782155187977,0.989944261270301,-1.87670647836674,-0.611032655701999,0.0558056328172968,0.72624263979146,2.0008957320626,1.00008513511527,28323,1,0.522846666666667,"gamma0",1,6
"gamma01",0.0558280501236333,1.00208624128097,-1.90488740434216,-0.622714637347286,0.0540253712884593,0.73340853667547,2.0194735591038,1.00001463005385,107554,1,0.521306666666667,"gamma0",2,6
"gamma02",0.0548480750819693,0.997996477807608,-1.8962556736467,-0.621705694281088,0.0535768628124813,0.728419110613935,2.00864750536447,1.00003083008711,67908,1,0.521936666666667,"gamma0",3,6
"gamma03",0.0597316471977921,0.999517222198741,-1.89690039726971,-0.61536564838839,0.0595096745954395,0.735793647587222,2.01660768212756,1.00003119463752,240389,1,0.523743333333333,"gamma0",4,6
"gamma04",0.0662062654913244,1.00124886436434,-1.90634920037024,-0.606065400523844,0.0689340293721283,0.738742468890846,2.03022276452426,1.00000246813941,3e+05,1,0.52777,"gamma0",5,6
"gamma05",0.0677286844486319,1.00320564299219,-1.89494034678672,-0.608640851012625,0.0682455230103394,0.746019822410893,2.03219917675893,1.00002532468783,71100,1,0.526456666666667,"gamma0",6,6
"gamma06",0.0668728686327857,0.999948276826859,-1.89280248279364,-0.609264991296132,0.0674256451644294,0.741397631833605,2.02584791623815,1.00003528653291,59989,1,0.526323333333333,"gamma0",7,6
"gamma07",0.0650049842639774,1.00208683414769,-1.90743174176605,-0.608888286130373,0.0647858520890189,0.737932153013636,2.0358191683079,1.00004061748576,93040,1,0.52581,"gamma0",8,6
"gamma08",0.0676983774216302,1.00314115604932,-1.90189320655716,-0.608625835084637,0.0684014028051405,0.748336685617402,2.03103433521703,1.00001860873807,3e+05,1,0.52791,"gamma0",9,6
"gamma09",0.0754474257790712,0.995824918811345,-1.87388036791458,-0.598531077797591,0.0760229988862064,0.748043638961545,2.03177360598903,0.999996310611642,3e+05,1,0.530206666666667,"gamma0",10,6
"gamma010",0.0456175559857057,0.999256312467452,-1.91086186424045,-0.630229428141577,0.0444660129568994,0.721596885859449,2.00721620297696,1.00017697278931,12544,1,0.51735,"gamma0",1,7
"gamma011",0.0417608493215227,1.00285046153141,-1.92438622828426,-0.632085095748463,0.0438774349766725,0.716165746228651,2.00660249551255,1.00000086074109,3e+05,1,0.517376666666667,"gamma0",2,7
"gamma021",0.0552775250986815,0.988485642738675,-1.88304826164781,-0.612601369097143,0.0576315966119605,0.722314299157647,1.99108865532246,0.999999486748385,3e+05,1,0.523276666666667,"gamma0",3,7
"gamma031",0.0562264584293272,1.00641748323309,-1.9229468984112,-0.620249247314475,0.0563687342079693,0.732300969240044,2.03361048950971,1.00001438026794,3e+05,1,0.52248,"gamma0",4,7
"gamma041",0.0501415919697233,0.996712246153289,-1.90485514381582,-0.623459493901554,0.0529928801584887,0.723745280065031,2.00275412292353,1.00001204084389,3e+05,1,0.52105,"gamma0",5,7
"gamma051",0.055388426752753,1.00316875817229,-1.90546214842727,-0.622159195471586,0.0544578348603098,0.731176195827808,2.0182712482555,1.00000095224702,3e+05,1,0.52137,"gamma0",6,7
"gamma061",0.0585547259398945,0.997488823675638,-1.89311759256309,-0.616940626961952,0.0573071671443824,0.732461175088934,2.01369813805011,1.00007933427535,25815,1,0.522903333333333,"gamma0",7,7
"gamma071",0.0635938093816638,1.0013813629,-1.90610780352575,-0.610255893018487,0.0640200755321416,0.737920775592363,2.02552410773748,1.00001292056721,227539,1,0.525086666666667,"gamma0",8,7
"gamma081",0.0659606995505643,1.00279056734102,-1.89819645428737,-0.613152564911725,0.066640084488006,0.745161543911681,2.02646360654766,1.00003817352444,204371,1,0.525886666666667,"gamma0",9,7
"gamma091",0.0728661320049368,0.995477324629735,-1.88376958167253,-0.596699163106453,0.0731968048291918,0.74559709260203,2.02363209376346,1.00000372545747,271014,1,0.52937,"gamma0",10,7
"gamma012",0.0579543601362412,0.994554800275286,-1.88764977342904,-0.611442229598675,0.0530518262734063,0.726746622542429,2.00708613690785,1.00007773538499,27132,1,0.520983333333333,"gamma0",1,8
"gamma013",0.0539988440802705,1.00013115873808,-1.90609537254962,-0.622172005742308,0.0552685806311161,0.728846300487663,2.01222547152298,1.00000258042163,3e+05,1,0.52164,"gamma0",2,8
"gamma022",0.0694736180703966,0.997396898571717,-1.87930319022513,-0.602870494349988,0.067632299521171,0.742565829024647,2.02744115071009,1.0002194874059,11134,1,0.526856666666667,"gamma0",3,8
"gamma032",0.0671228561020339,1.00210687048886,-1.89248323175523,-0.610784144324697,0.0658583316244196,0.742659785521046,2.02803356466273,1.00014274056582,13963,1,0.526116666666667,"gamma0",4,8
"gamma042",0.0748796824639883,0.995175934183795,-1.87943160560297,-0.596636171300844,0.0774355241123904,0.74392259021339,2.02219597368247,1.00000134898468,3e+05,1,0.530953333333333,"gamma0",5,8
"gamma052",0.0784661300545629,0.995872713465933,-1.86874475596389,-0.592287450576399,0.0761119770545057,0.748166850163485,2.03696383382178,1.00002489797274,82267,1,0.53091,"gamma0",6,8
"gamma062",0.0792017714843851,0.998413988789853,-1.88332603059689,-0.591607690464213,0.077290482577287,0.752841830726836,2.03649944089114,1.00002931543823,122951,1,0.531146666666667,"gamma0",7,8
"gamma072",0.0839035454674703,0.994512646029376,-1.86433292289409,-0.584176733627741,0.0813772703442823,0.755607737624044,2.03522565998663,1.00001703314823,93453,1,0.532473333333333,"gamma0",8,8
"gamma082",0.0910582654430728,0.998088766889546,-1.86343395575702,-0.581965896049305,0.0907066340769621,0.765887394934537,2.04565967442973,1.00000041454912,3e+05,1,0.53592,"gamma0",9,8
