"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma010",0.0625536081966556,0.999972059963271,-1.88550736585357,-0.613647688989101,0.0624740428254932,0.734718004207085,2.02985811174577,1.00010035421348,25989,1,0.52478,"gamma0",1,2
"gamma011",0.0670187257989058,0.997147084465107,-1.88811961656582,-0.606037571558479,0.0678633033379212,0.739328476250001,2.01943579548999,0.999998358151355,3e+05,1,0.527483333333333,"gamma0",2,2
"gamma021",0.0754136466250708,0.998552092700671,-1.87960310052246,-0.597892925916567,0.0744330183765697,0.748602739060799,2.0332169369707,1.00004003853231,75366,1,0.53002,"gamma0",3,2
"gamma031",0.0668215575668161,1.00103425251921,-1.90392852035011,-0.605535909941324,0.0711996404593335,0.742304126994196,2.02005839493177,1.0001066925862,18489,1,0.527623333333333,"gamma0",4,2
"gamma041",0.0732341593491672,1.00045669714336,-1.88333019874943,-0.602327814154492,0.075238787043104,0.749173042267381,2.0305205460456,1.00006694106256,52508,1,0.530043333333333,"gamma0",5,2
"gamma051",0.0842088823718149,0.997140002277471,-1.86038501473792,-0.59253848765015,0.0794411545195878,0.756884561280287,2.04815817782872,1.00001510118938,153998,1,0.531873333333333,"gamma0",6,2
"gamma061",0.0850222331054201,1.00239296962303,-1.88104255130922,-0.591675962063942,0.0863389440422268,0.760590763734981,2.04526588759658,1.0001496877015,21199,1,0.534743333333333,"gamma0",7,2
"gamma071",0.0928119360584941,0.99963927963197,-1.86356035427996,-0.582253366770279,0.0936861796011843,0.766766460486912,2.05341903617972,1.00000299452149,3e+05,1,0.537046666666667,"gamma0",8,2
"gamma081",0.0941529130447066,0.998575879853343,-1.85854984861811,-0.580828159631138,0.0926006942122859,0.767508323391301,2.05481747800493,1.00006241181446,30670,1,0.537236666666667,"gamma0",9,2
"gamma091",0.0977743311609209,0.999697038772475,-1.86301790829671,-0.575880026660241,0.0972920972198902,0.772009072328036,2.05671747049925,1.00001543932262,3e+05,1,0.539136666666667,"gamma0",10,2
"gamma012",-0.0468266202121414,1.00170646867757,-2.01048599872477,-0.72196502092578,-0.0456949442322204,0.62922141947436,1.921390525813,1.00124255553071,1610,1,0.518246666666667,"gamma0",1,3
"gamma013",0.453900256563557,0.88348304072084,-1.27112121275001,-0.142937810623988,0.4490141908789,1.04690973652634,2.1915578354043,1.00008608777483,26900,1,0.695533333333333,"gamma0",2,3
"gamma022",0.544822163476476,1.0495869626309,-1.50999304733905,-0.168738795385928,0.548883605744843,1.25594270691042,2.59861027051854,1.00009878913353,35723,1,0.696973333333333,"gamma0",3,3
"gamma032",0.722249904429744,0.946741958454399,-1.11140864537131,0.0776745374646058,0.715518222778578,1.35784526625258,2.60035953362825,1.00092629653954,2168,1,0.77617,"gamma0",4,3
"gamma042",0.849778231719479,1.01193946441234,-1.12366021486144,0.166071334859558,0.848793511969473,1.52988907208289,2.84246929394524,1.00009438335131,47578,1,0.799273333333333,"gamma0",5,3
"gamma052",0.873728661179374,0.976885810641408,-1.01884949785158,0.20826973529653,0.868143619000013,1.53104680300149,2.79444883053729,1.00009242947403,22044,1,0.813703333333333,"gamma0",6,3
"gamma062",0.915355656764106,0.989872239620794,-1.01970141248298,0.248017170441789,0.911383634941368,1.57958793202474,2.86079772226337,1.00021297718908,9668,1,0.82324,"gamma0",7,3
"gamma072",0.96520021564295,0.98655041220404,-0.958064250711766,0.295330418433285,0.962427044770644,1.63054911624517,2.90926232723968,1.00003090657793,70861,1,0.835313333333333,"gamma0",8,3
"gamma082",1.01698063669663,0.987953697757702,-0.906114561668221,0.349445834330194,1.0129138547251,1.68173721767628,2.96482301937257,1.00004407550114,58531,1,0.848533333333333,"gamma0",9,3
"gamma092",1.06702102320009,0.99755148449599,-0.896784798531605,0.395997160826188,1.07065203144573,1.73998214773175,3.01982911550798,1.00027234582798,8432,1,0.857923333333333,"gamma0",10,3
"gamma014",0.0675798021099442,0.99132530852139,-1.87040580507184,-0.597202429856287,0.0635984323538398,0.731604053738934,2.01711792824005,1.00006239237536,3e+05,1,0.525686666666667,"gamma0",1,4
"gamma015",0.0692889465496426,1.00294860621495,-1.88386703273415,-0.610339825874037,0.0666682851541032,0.745179582591994,2.04200582477489,1.00000183572433,3e+05,1,0.52633,"gamma0",2,4
"gamma023",0.0794490223187682,0.993940069437909,-1.86839710127061,-0.590212940145215,0.0787813266274013,0.749163153863333,2.02830946086523,1.00004333178171,42127,1,0.53185,"gamma0",3,4
"gamma033",0.0870624117364183,1.00076891590661,-1.87856019941564,-0.586889625639609,0.0882160763116024,0.759943982167455,2.04795442520741,1.00000346857724,3e+05,1,0.535566666666667,"gamma0",4,4
"gamma043",0.0827038930713476,1.00348402069471,-1.88538932696647,-0.591964996518239,0.082541788651118,0.757283285842385,2.0522666189666,1.00000451513256,3e+05,1,0.532743333333333,"gamma0",5,4
"gamma053",0.0841915963791746,0.998111074870737,-1.86898438777336,-0.593898475689557,0.0836532755220286,0.763325813282381,2.04036901691701,1.00004263148466,43829,1,0.532966666666667,"gamma0",6,4
"gamma063",0.0909566819172103,0.996043099414204,-1.86767663189329,-0.581082480733747,0.091117161764863,0.762275624503935,2.05066307980577,1.00003768327921,51494,1,0.536633333333333,"gamma0",7,4
"gamma073",0.0963269182356126,0.998874605654546,-1.86174489791424,-0.577797962664133,0.0957546759137679,0.76771711458716,2.05900052728737,1.00004374776976,93873,1,0.53812,"gamma0",8,4
"gamma083",0.0800182726174043,1.00470642132335,-1.88786413943083,-0.59750009581871,0.0806409546230178,0.757576642501048,2.05152966476857,1.00000491358195,225385,1,0.531953333333333,"gamma0",9,4
"gamma093",0.081300086871993,0.999282884082623,-1.87677082993966,-0.592494136528706,0.0813029773173912,0.756799170134195,2.04013452064423,1.0000147279238,105307,1,0.532316666666667,"gamma0",10,4
"gamma016",0.0598176304452894,1.00296421519716,-1.90358482728479,-0.61569194644012,0.0601772274902254,0.738164448021349,2.02595621155406,1.00003299626321,65500,1,0.52364,"gamma0",1,5
"gamma017",0.0593850394180448,0.99824183568514,-1.89620997366778,-0.614109613698222,0.0595008839937512,0.733361849196952,2.0160726391387,1.00000783665154,3e+05,1,0.52359,"gamma0",2,5
"gamma024",0.0655110512290296,0.997425963457857,-1.8867249224642,-0.608639501674578,0.0654628667936547,0.738117875543507,2.02101501927533,1.00006954831707,27643,1,0.525726666666667,"gamma0",3,5
"gamma034",0.0707565900672955,1.00105476694832,-1.88965214629097,-0.605130434212562,0.0694901867276871,0.745993957503757,2.03115376203566,1.00001581607921,200898,1,0.527983333333333,"gamma0",4,5
"gamma044",0.0803880887051833,0.998924514390489,-1.88021192217285,-0.590543903683659,0.0791188480344572,0.754157599275894,2.03506172600106,1.00003737296264,63240,1,0.53222,"gamma0",5,5
"gamma054",0.0807832446047707,0.998303398961364,-1.8843819072805,-0.59252403303882,0.0824242659982911,0.753328722564389,2.03671353333316,1.00013180844052,17104,1,0.533076666666667,"gamma0",6,5
"gamma064",0.0695036186129923,1.00666910368949,-1.89890569485379,-0.611490974022444,0.0720862733379579,0.746763371146983,2.04572524480544,1.00007963925371,31477,1,0.52864,"gamma0",7,5
"gamma074",0.071508349279892,0.996792895151057,-1.87909798497928,-0.600046097313715,0.070687949792225,0.746556021036872,2.02542714517951,1.00001097682102,180380,1,0.52883,"gamma0",8,5
"gamma084",0.0632016259762522,1.00926433117339,-1.93369526436572,-0.612364498231964,0.0678800598014888,0.746155640067423,2.022503609587,1.00000220959241,3e+05,1,0.527166666666667,"gamma0",9,5
"gamma094",0.0671121840115463,0.992544763278822,-1.87723733844617,-0.601001313191638,0.0669513604165792,0.737587281882301,2.00900925176675,1.0000295822433,162546,1,0.52687,"gamma0",10,5
