"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"eps",0.499125746462911,0.288815349319375,0.025162318229117,0.2489089747126,0.497402006043457,0.749753273854929,0.975477845107054,1.00002230098709,78641,0,1,"eps",0.578642459071857,1,1
"eps1",0.497250920887212,0.288241615073867,0.0247608729898862,0.247790471877386,0.495648046584422,0.746975959984018,0.972820621660495,1.00010086129506,23832,0,1,"eps",0.579670349447673,2,1
"eps2",0.487026717359443,0.28758391691773,0.0221652359582335,0.236995615776761,0.482274842602108,0.734790124035558,0.970843059344876,1.00023491966902,9733,0,1,"eps",0.590488995094457,3,1
"eps3",0.484069610360398,0.287289640853431,0.0224943083812576,0.234554170140808,0.477723050042085,0.730302131853847,0.970350534975943,1.0002936542796,6968,0,1,"eps",0.593488280827088,4,1
"eps4",0.476591742360071,0.28802840733409,0.0207871834782128,0.224677789168366,0.46668438689902,0.72275943716851,0.968851123913736,1.00056126092827,3576,0,1,"eps",0.604350394129323,5,1
"eps5",0.487936516591772,0.287245489263326,0.021925944875368,0.238268348444926,0.484549009561745,0.733561401715585,0.971498645863455,1.00006214877636,36263,0,1,"eps",0.588694388503101,6,1
"eps6",0.491804321084174,0.286770773025876,0.0247427785272665,0.243852290550544,0.488276785378066,0.736839152392081,0.972203136453042,1.00192977605546,1133,0,1,"eps",0.583099335918186,7,1
"eps7",0.487837663149249,0.286368816857491,0.0240292112414843,0.239495968542822,0.482092927624826,0.732658694866789,0.971913950095099,1.00202392605134,1035,0,1,"eps",0.587016621490086,8,1
"eps8",0.485968911423297,0.285346552413914,0.0241030364218818,0.238748803777041,0.480385408581298,0.729249638651041,0.968638472812573,1.00040355307701,6595,0,1,"eps",0.587170384167573,9,1
"eps9",0.481840195489794,0.285588811465662,0.0234233583837025,0.233390184994346,0.475339187794923,0.72497794868478,0.968026157189704,1.00013785901283,24399,0,1,"eps",0.592704415569479,10,1
"eps10",0.50237752383332,0.28906810442987,0.0247609836004629,0.252713736550494,0.502585340494281,0.753413405153207,0.975868095004575,1.00010342430882,30619,0,1,"eps",0.575400153701498,1,2
"eps11",0.499842984587193,0.288612841313219,0.0248401915157309,0.251005166895507,0.499152209622674,0.750186141075758,0.975560826276505,1.00035032779957,6479,0,1,"eps",0.577407006225318,2,2
"eps21",0.502335851613727,0.287471885522095,0.0262124723527458,0.253439664416774,0.503838280916769,0.750991945356324,0.974696057180721,1.00015921748946,14344,0,1,"eps",0.572270294064433,3,2
"eps31",0.499775941330548,0.2876482152115,0.0263021347433254,0.250980233140201,0.499757277931815,0.749263555596595,0.973573539521982,1.00005637608814,37225,0,1,"eps",0.57555434630506,4,2
"eps41",0.494913440158664,0.285475098632525,0.026405124784715,0.248969450022318,0.489939446195474,0.739581679279339,0.973119900688843,1.00065574368574,4681,0,1,"eps",0.576818238237791,5,2
"eps51",0.49751509482294,0.287310089033021,0.025177323253003,0.250537404782053,0.495432022583618,0.745001780535035,0.973767634132918,1.00041901860255,4740,0,1,"eps",0.57749019481564,6,2
"eps61",0.497161718953156,0.287750191334656,0.0254243892480275,0.248606074728282,0.494758521996609,0.746236242177798,0.973299354130333,1.00032464349961,8732,0,1,"eps",0.578785896751171,7,2
"eps71",0.488835535922399,0.286580980042673,0.0246025064698875,0.240090927789163,0.483804926358371,0.734223256421699,0.97323225572604,1.00120642528281,1674,0,1,"eps",0.586252346613702,8,2
"eps81",0.483936048343928,0.286119246636439,0.0243848002791919,0.23471177532717,0.476300966933111,0.728167887094682,0.970937163948918,1.00035294529642,6412,0,1,"eps",0.591233588850354,9,2
"eps91",0.484694758171892,0.286579787109804,0.0237483818666637,0.235302501115266,0.478576932538659,0.729805929244904,0.97007001649674,1.00160426749232,1298,0,1,"eps",0.59125827601414,10,2
"eps12",0.500456800212103,0.287656134629445,0.0257182219390376,0.251972534539945,0.500556257027623,0.748496540161357,0.97527586344143,1.0000848553672,23261,0,1,"eps",0.574787143480778,1,3
"eps13",0.566014949210428,0.26853594256746,0.0621185181909341,0.351155246827497,0.583510838449522,0.797765644944758,0.979708210823861,1.00045655567469,5049,0,1,"eps",0.474432597481849,2,3
"eps22",0.57589276909354,0.263087579150889,0.0808203412290535,0.365744332795924,0.596410939649611,0.801862499143958,0.978989989762449,1.00005941418617,33989,0,1,"eps",0.456834315813673,3,3
"eps32",0.587179925285592,0.260076975657462,0.0809917374303729,0.385597945271882,0.612031413473963,0.809157564713907,0.978836762417153,1.00028838793385,8525,0,1,"eps",0.442925523264383,4,3
"eps42",0.587159474824196,0.260249963903838,0.0848390920450408,0.383166013648661,0.612185016532584,0.810308809977863,0.978483114256257,1.00009595705379,19944,0,1,"eps",0.443235568976829,5,3
"eps52",0.586450538080554,0.259789135975182,0.0853124311258127,0.383375573207055,0.611276425305748,0.808386441915468,0.978552618290111,1.00017461895533,17306,0,1,"eps",0.442985587199679,6,3
"eps62",0.590813800150925,0.257566688011887,0.0863282890095548,0.392259215581836,0.616427035491791,0.809929030636241,0.978753767778572,1.00014777060507,20042,0,1,"eps",0.435952389646435,7,3
"eps72",0.594249540600372,0.256175699535261,0.0906124582304048,0.396509536959678,0.620326484069176,0.812770731724724,0.97816305203359,1.00003909310106,60556,0,1,"eps",0.431091119189501,8,3
"eps82",0.596463925887055,0.254725629326072,0.0958197676231332,0.400430245098072,0.622555097216711,0.812886258635252,0.978769048274537,1.00004273494662,48175,0,1,"eps",0.427059572709693,9,3
"eps92",0.603431540451919,0.254537434868994,0.0971430397826512,0.408684730157321,0.632108295924381,0.820644713687317,0.979034347389717,1.00044484898445,4543,0,1,"eps",0.421816590293519,10,3
"eps14",0.500797573258691,0.28856694055539,0.0255631003837593,0.251377344016837,0.500988517184851,0.750823647624575,0.975835359815464,1.00009713637745,20471,0,1,"eps",0.576214734184282,1,4
"eps15",0.490621312356523,0.287296865822543,0.0241582503341708,0.242661820323481,0.485837346377398,0.736401139635379,0.973731003259802,1.00086265793769,2879,0,1,"eps",0.58557763102996,2,4
"eps23",0.492225325546431,0.287791758929722,0.0230148976158375,0.242470384450817,0.489372996835961,0.738905808488646,0.972668914732826,1.00056449204561,4127,0,1,"eps",0.584674830800788,3,4
"eps33",0.495468383887313,0.28791103547507,0.0246042644788934,0.245165188508256,0.494786447963507,0.745210409491212,0.971590850138769,1.00067662014193,3073,0,1,"eps",0.581088611984071,4,4
"eps43",0.495229934177478,0.284986986743405,0.0260801519971946,0.249254832646894,0.493829173046785,0.739858800665289,0.970175017139849,1.00045897678536,4706,0,1,"eps",0.575463975570734,5,4
"eps53",0.503801320048846,0.288124611852474,0.0266313885892529,0.255440111295487,0.50472056432962,0.753202213048156,0.975721633404054,1.00035669718318,5854,0,1,"eps",0.571901264221655,6,4
"eps63",0.509199656015077,0.289926273412841,0.0267336627121816,0.257322026680681,0.515265289083798,0.762584341308587,0.976493115867538,1.00112644297546,1813,0,1,"eps",0.56937641254859,7,4
"eps73",0.509510557298235,0.289132011955216,0.0261123606689471,0.259583042008399,0.515228073895836,0.761650471293071,0.976691299554149,1.00054958831364,4263,0,1,"eps",0.567470109919579,8,4
"eps83",0.509481451713055,0.290996982895204,0.026497165997398,0.256746945778242,0.512697344458728,0.763916514552343,0.978528543308964,1.00139049338252,1652,0,1,"eps",0.571163055920427,9,4
"eps93",0.513867515457114,0.292104411821888,0.0260336453015205,0.26120497505341,0.520219552988647,0.770889585003605,0.979361368268913,1.00120660470866,1850,0,1,"eps",0.568443038400753,10,4
"eps16",0.499658929224846,0.289045738457426,0.0250355395006217,0.249362307204234,0.498805141292043,0.750438068106039,0.975276045977948,1.00005881240271,40946,0,1,"eps",0.5784860863106,1,5
"eps17",0.502113508865677,0.289244141244232,0.0258630100888899,0.250619102778666,0.502498208756909,0.753773570756205,0.975095041450728,1.00118496165016,1925,0,1,"eps",0.576053294996309,2,5
"eps24",0.500668260990978,0.288344382523754,0.0245416706425353,0.251603937349336,0.502165010363678,0.749964829038378,0.974415426703986,1.00087283509376,2470,0,1,"eps",0.575919036595273,3,5
"eps34",0.50824644069729,0.288830520819592,0.0268280538428108,0.259029559155414,0.511227782720293,0.760145260380241,0.976339226134784,1.00148678145337,1348,0,1,"eps",0.568288329620824,4,5
"eps44",0.513296492090193,0.288931726391738,0.0271516944629102,0.264073796547493,0.52017192760205,0.765060577985645,0.977149150669359,1.00117877414325,1842,0,1,"eps",0.562894410626459,5,5
"eps54",0.505718741300042,0.288306504730194,0.0262076706897917,0.256792463438389,0.508297625520486,0.755942575329882,0.975251916389175,1.00170624665242,1193,0,1,"eps",0.570092585434049,6,5
"eps64",0.505146982821895,0.285543590813232,0.0271189283135368,0.260444023561008,0.507541961123733,0.75135934046412,0.972888170802681,1.00015118189498,12911,0,1,"eps",0.565268328869559,7,5
"eps74",0.504382183694895,0.286210388936615,0.0280060828707636,0.258470635318416,0.50582418290876,0.752089440932448,0.973984751390875,1.00044414111044,6390,0,1,"eps",0.56744745986061,8,5
"eps84",0.510475448058428,0.28828214514527,0.0288497565749056,0.261584744189843,0.513625566238548,0.761094815569646,0.976969112721715,1.00029359087074,7894,0,1,"eps",0.564732635510168,9,5
"eps94",0.505141773081098,0.290067655338154,0.0263701214562164,0.253999356548129,0.505234786728502,0.757808101022071,0.978732669067039,1.00027860349551,10928,0,1,"eps",0.574230188029976,10,5
