"","sim1","sim2","sim3","sim4","sim5"
"1",0,0,0.345454545454545,0,0
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",0,0.0363636363636364,0,0,0.0181818181818182
"5",0,0.0181818181818182,0,0,0.0181818181818182
"6",0,0.0363636363636364,0,0.0363636363636364,0.0181818181818182
"7",0.0363636363636364,0.0181818181818182,0,0,0.0181818181818182
"8",0,0.0181818181818182,0,0,0
"9",0.0363636363636364,0.0545454545454545,0,0,0
"10",0,0,0,0,0
