"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"p",0.592242563124072,0.1399194005681,0.311539917220096,0.495154195324817,0.596814615201178,0.693093999356964,0.848920504408752,1.00107887447121,1983,0,1,"p",0.236253537452673,1,1
"p1",0.689516967655742,0.0977881736066265,0.483256422481233,0.625438060002556,0.695589599860343,0.760072849955654,0.861462208742288,1.00000451675517,3e+05,0,1,"p",0.141821272272809,2,1
"p2",0.57430324412498,0.0902087249041508,0.396599077278441,0.51271468788257,0.574756403086825,0.636329544168472,0.748996209725085,1.00203748054981,1090,0,1,"p",0.157075074582932,3,1
"p3",0.580927012895152,0.0779135773993916,0.425554784358983,0.528161836340366,0.582319686433334,0.634769363241408,0.729299414773741,1.0000224252327,74362,0,1,"p",0.134119391369142,4,1
"p4",0.584982271368478,0.0695621864423989,0.445968991501942,0.53824689637708,0.586055166321663,0.633133349030194,0.717233457332004,1.00000380536268,3e+05,0,1,"p",0.118913324124624,5,1
"p5",0.570879021343126,0.0639687040488707,0.44360263506975,0.527717570025484,0.571859544812302,0.614889488320927,0.693623738948235,1.00006064894957,40175,0,1,"p",0.112052994868106,6,1
"p6",0.545902393345408,0.0595282134289785,0.428227579803812,0.505600473535191,0.546365612055764,0.586731553201983,0.66080804684282,1.00004647738056,74598,0,1,"p",0.109045525637242,7,1
"p7",0.57813178393238,0.0551143066050246,0.468670205192232,0.541098527635721,0.578697911411056,0.615987651170446,0.684026569448012,1.00000027113203,3e+05,0,1,"p",0.0953317360103332,8,1
"p8",0.591948840845542,0.0517160363755711,0.489042360917658,0.557155119064908,0.592795457245698,0.627431328116016,0.690870647599256,1.00001074021048,3e+05,0,1,"p",0.0873657194795748,9,1
"p9",0.602964633036814,0.0488136923681152,0.505666481277212,0.57016992317296,0.603617323600837,0.636484294301327,0.696287965692933,0.999999689310316,3e+05,0,1,"p",0.0809561451759889,10,1
"p10",0.50489034510081,0.141069022523429,0.235695324608866,0.404917180120129,0.504609696305749,0.604624131497104,0.77627245495265,1.00033394826084,6836,0,1,"p",0.279405268673264,1,2
"p11",0.594921697029868,0.103684269192343,0.385578551017925,0.524609044153036,0.597892734214659,0.668386488536275,0.787752225885162,1.00001880191787,100317,0,1,"p",0.174282211776751,2,2
"p21",0.501180249557533,0.0881602656863569,0.330314796297145,0.440226363917604,0.501189643465416,0.561649440594653,0.672815348709273,1.00001207949083,283210,0,1,"p",0.175905307051084,3,2
"p31",0.500991670247296,0.0771431521207065,0.349928997971613,0.448106277833158,0.501053887492041,0.55381360833285,0.651359046920584,0.999999283221196,3e+05,0,1,"p",0.153980907671833,4,2
"p41",0.520224945634196,0.0692062018396389,0.384964911060876,0.472961867158904,0.520456851188433,0.567644771864967,0.654474639790762,1.00001552943434,3e+05,0,1,"p",0.133031301978937,5,2
"p51",0.500583022218511,0.0633975070609011,0.376504976633758,0.457523199182815,0.500542326666979,0.543767860034493,0.624512222797486,0.999997884886589,3e+05,0,1,"p",0.126647337698215,6,2
"p61",0.54277363077979,0.0585720080017218,0.427080974694899,0.50315574959576,0.54317984137426,0.582803720573556,0.656189868902095,1.00000268668317,3e+05,0,1,"p",0.107912405246314,7,2
"p71",0.562122909496378,0.0546942723643669,0.454045076169063,0.525194482737252,0.56258230420183,0.599701658254482,0.667595765204769,1.0000138382461,178476,0,1,"p",0.097299489916483,8,2
"p81",0.555434175647137,0.0516195284882388,0.453316085798723,0.520423049891145,0.55600884803079,0.590858653789926,0.655123705626213,1.00001279465497,243277,0,1,"p",0.0929354561737163,9,2
"p91",0.569640241636785,0.0488063576028701,0.472876687719147,0.536636935488867,0.570142356697623,0.603283152549779,0.663089949484892,1.0000192224782,106851,0,1,"p",0.0856792656758791,10,2
"p12",0.474604987643691,0.151287465794442,0.192757873664856,0.364625377822935,0.471968948008533,0.582063069085702,0.770600546176263,1.00825383853201,248,0,1,"p",0.318765014555685,1,3
"p13",0.51911874565372,0.122742375381162,0.282063596215736,0.432911846169693,0.519014062107366,0.605392617287547,0.755476821287491,1.00007233902092,27305,0,1,"p",0.236443735482128,2,3
"p22",0.511952867945269,0.117446463327837,0.289923497673101,0.428737293545525,0.510292113619262,0.593705989377242,0.742328980368869,1.00218470032355,933,0,1,"p",0.229408741861747,3,3
