"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma1",0.0103432757062176,3.15956694255962,-6.17084052493767,-2.12614671863518,0.00619334269412407,2.14819579747594,6.18996799436165,1.00000307501526,263181,1,0.500833333333333,"gamma1",1,1
"gamma11",0.0105286084543506,0.56167792872277,-1.08904501961746,-0.367287619815447,0.00987371921726838,0.389648644196362,1.10982217377251,0.999996194076881,3e+05,1,0.50701,"gamma1",2,1
"gamma12",0.00773271253086741,1.33790759554475,-2.62896130111642,-0.890609963460965,0.0111464775304061,0.90634507328394,2.62428772905355,1.00000307649897,3e+05,1,0.503416666666667,"gamma1",3,1
"gamma13",0.00737596100300112,0.863975020595163,-1.68001452559633,-0.575787789220517,0.00544976260764443,0.58954809242487,1.70795104789717,0.999998411982939,3e+05,1,0.50253,"gamma1",4,1
"gamma14",0.00918571683883495,1.07623977103974,-2.09988425902004,-0.716650354378666,0.0103134883747025,0.737076200569271,2.11167955323401,0.999999814899502,3e+05,1,0.503786666666667,"gamma1",5,1
"gamma15",0.00855299444290298,0.963209358073329,-1.87650824220653,-0.641397313778243,0.00740490452843397,0.656472524296137,1.89911254287497,0.999999838698433,3e+05,1,0.50307,"gamma1",6,1
"gamma16",0.00724249275648928,1.01794862972841,-1.99158950668121,-0.679594209670481,0.00845834231550204,0.696240271864868,1.99403964578668,1.00000756660717,159163,1,0.503156666666667,"gamma1",7,1
"gamma17",0.00698464555959862,0.992727137716032,-1.94629743527102,-0.662066028806103,0.00698198654160264,0.674995504558016,1.95138827408064,1.00003518139769,50257,1,0.502883333333333,"gamma1",8,1
"gamma18",0.0071264686784445,1.00433556744292,-1.9600760078263,-0.671204612042533,0.00748831989642101,0.684001985458337,1.975199255983,1.00001838518782,136220,1,0.502813333333333,"gamma1",9,1
"gamma19",0.0078563972230775,0.998645390894084,-1.94895258524875,-0.666207014724611,0.0108170446240332,0.680858298959291,1.96376248440181,1.00000369586213,243726,1,0.504253333333333,"gamma1",10,1
