"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"p71",0.660772425571014,0.08869282124413,0.480160221548621,0.601215413932026,0.663719084773875,0.723558673349263,0.824073605771189,1.0002522037834,8533,0,1,"p",0.134225972228616,8,7
"p81",0.594013918269539,0.0860608987080704,0.421470891337139,0.535762730993344,0.595706208335674,0.654105670049522,0.756627137589709,1.00014012347899,14453,0,1,"p",0.144880273106698,9,7
"p91",0.569256476123631,0.0810985123742398,0.407927681446972,0.514141783127183,0.570716822377066,0.625438732929053,0.723477111199308,1.00001534527192,165095,0,1,"p",0.142463925797529,10,7
"p12",0.361921662184389,0.194812137190049,0.0554675566154816,0.208440104694073,0.340419100952179,0.495640710436007,0.777162132599632,1.00590180850435,360,0,1,"p",0.538271558586062,1,8
"p13",0.538024403847794,0.162843433840022,0.224751937117918,0.421086750783046,0.5394392597906,0.65673193079036,0.843560041776422,1.00002801431639,79469,0,1,"p",0.302669233357098,2,8
"p22",0.568015420628677,0.132798314627133,0.304910126233109,0.475591636062567,0.571197839700641,0.663228268290039,0.815527070467262,1.00001462278565,108686,0,1,"p",0.233793502437228,3,8
"p32",0.529104896302436,0.116449057023481,0.300910928534969,0.448351511444056,0.530060313308454,0.610950797486102,0.751446308165177,1.0000360232703,72934,0,1,"p",0.220086901174543,4,8
"p42",0.549345726410605,0.104100868940189,0.34380436125021,0.477765538729132,0.55075809878404,0.622050842536111,0.747559409522792,1.00003203998856,63693,0,1,"p",0.189499733838614,5,8
"p52",0.467183028841995,0.0994208246925347,0.278478565947344,0.397602276779348,0.465514392304297,0.535006889381544,0.665074362047036,1.00029793353945,7261,0,1,"p",0.212809153061422,6,8
"p62",0.526872119012336,0.0912785487456545,0.347766609120592,0.46414637851664,0.527486140231049,0.590179335527021,0.702373441089882,1.00008137606478,25964,0,1,"p",0.173246116945348,7,8
"p72",0.569349117134513,0.0839785950655591,0.401384465439919,0.512723029588642,0.570717608777609,0.627538171580267,0.728771005881877,1.00005745022348,36578,0,1,"p",0.147499297949589,8,8
"p82",0.548868030855483,0.0792271013723445,0.391543704669272,0.495100735677495,0.549716017362321,0.603713815705444,0.700483489067354,1.00001206099514,142490,0,1,"p",0.144346358174402,9,8
"p92",0.534414722710647,0.0755014134199385,0.384853803401305,0.48332350479024,0.535133216024455,0.586311818168541,0.680020104475947,1.00001189803231,183818,0,1,"p",0.141278692766887,10,8
"p14",0.431412551429762,0.176152489675984,0.119306452166357,0.298978735810606,0.424164404174113,0.557207867094462,0.782648978679691,1.00004989451053,43973,0,1,"p",0.408315634517794,1,9
"p15",0.501392366787311,0.139233681346412,0.233434861121644,0.402836880266586,0.501221972021455,0.600256196480551,0.768307933511651,1.00004134577308,44119,0,1,"p",0.277694058724022,2,9
"p23",0.472661413508901,0.118778446091969,0.246917996279525,0.388987467303505,0.471280483074465,0.555222300140127,0.706107630136655,1.00003399346588,85707,0,1,"p",0.251297107606463,3,9
"p33",0.502591462467883,0.10521681503818,0.298588255635921,0.429486052937006,0.502806006051664,0.57561107969858,0.705906050656246,0.999996874368413,3e+05,0,1,"p",0.209348592038417,4,9
"p43",0.521518828176238,0.0951128761465303,0.335184954626368,0.456069290351406,0.521799757675717,0.587718715330956,0.704701818962664,1.00000858909405,154496,0,1,"p",0.182376687106661,5,9
"p53",0.534196115712803,0.0871279896850875,0.362359470654114,0.474531188522968,0.534957233576735,0.594565740792934,0.701839609564905,1.00001040649966,173341,0,1,"p",0.163101129196397,6,9
"p63",0.516514092967797,0.081201929463507,0.357635035040865,0.461078135301576,0.516647391519223,0.572412556557351,0.674117522865959,1.00002991359129,155503,0,1,"p",0.157211449927601,7,9
"p73",0.526162438863612,0.0760382654537598,0.376802654137758,0.474268662606673,0.526673499135699,0.578249420154203,0.673625853128958,1.00001147486153,122713,0,1,"p",0.144514811087589,8,9
"p83",0.534280595926023,0.0719956517740016,0.391990781291665,0.48547829415534,0.534720176442617,0.583645965003001,0.673119515580339,1.00002124627323,3e+05,0,1,"p",0.134752510802339,9,9
"p93",0.540492715612809,0.0684355857924563,0.405041319804847,0.494147864537364,0.541161490214267,0.587483829871589,0.672449104599329,1.00001861250031,131060,0,1,"p",0.126617036299674,10,9
"p16",0.714502368994338,0.15941296761302,0.360458987065861,0.6105676650935,0.735864071343264,0.838562849198702,0.956907019068989,1.00001783838409,107513,0,1,"p",0.223110481547309,1,10
"p17",0.671357595372805,0.132070548540945,0.391945058026686,0.583221983806319,0.681232276338653,0.76905432214481,0.897996305949251,1.00002944006365,70116,0,1,"p",0.196721612224565,2,10
"p24",0.709541284717897,0.108171089661616,0.477347269264051,0.639069819986994,0.71812330212577,0.78911535595082,0.893722035137614,1.00000837858321,169637,0,1,"p",0.152452143365588,3,10
"p34",0.730676896455498,0.0931995239821816,0.530329305545996,0.67016971240936,0.738038495753985,0.798474516375193,0.890465664675803,1.00001294748337,164456,0,1,"p",0.12755230722949,4,10
"p44",0.680781600377041,0.0931898516126786,0.489182123488544,0.618613135840626,0.684583628749045,0.747005003556487,0.851271737055661,1.00121182900886,1797,0,1,"p",0.136886560331635,5,10
"p54",0.669600304657171,0.0861434033791881,0.490390162684139,0.612569914614831,0.673662541765955,0.731051376404626,0.825267124158588,1.00003267781844,58693,0,1,"p",0.128648990718863,6,10
"p64",0.659386941858065,0.080062945501738,0.494258223291594,0.606528114113988,0.662562889714427,0.715985484371775,0.805949847182942,1.0000170964841,229173,0,1,"p",0.121420277562869,7,10
"p74",0.655114062717797,0.0759260082602783,0.500323809093169,0.604536958293691,0.657535055309632,0.708353567464161,0.795531793432001,1.0001313779784,16334,0,1,"p",0.115897387311902,8,10
"p84",0.643273123179776,0.0757926282416392,0.490089783875837,0.592485534051608,0.645259031048936,0.696409793477319,0.785152365723592,1.00032621555522,6263,0,1,"p",0.117823402704884,9,10
"p94",0.640763215726142,0.0720217430020134,0.493990263092189,0.592623784027473,0.642924043053332,0.691208251295592,0.77509700204522,0.999998014640638,3e+05,0,1,"p",0.112399933757738,10,10
