"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma1",2.14206882595606,2.04903439669346,-0.676293053776516,0.543707411431175,1.76928117342774,3.36467362277543,6.9581012809688,1.00002660691541,173799,1,0.864526666666667,"gamma1",1,6
"gamma11",2.14114167617911,0.698753489376048,0.775300069069312,1.66874605965857,2.14115925959929,2.61236558882246,3.51461865373418,1.00001474288634,241675,0,0.99921,"gamma1",2,6
"gamma12",2.13239468154136,1.20388743344196,-0.272144247795209,1.32158359909696,2.13489986302266,2.9530999432626,4.47681892396798,1.00120280131444,3431,1,0.95959,"gamma1",3,6
"gamma13",2.12621594705331,0.916942146644457,0.311575256638184,1.51310744055645,2.13028007213273,2.74154287556224,3.91475774105142,1.00015564464675,25011,0,0.988836666666667,"gamma1",4,6
"gamma14",2.14491469070811,1.01717854383199,0.181716549312017,1.444695200726,2.13559448140486,2.83313411757151,4.1662279250335,1.00030185971211,8993,0,0.985516666666667,"gamma1",5,6
"gamma15",2.14671599128999,0.994412130515902,0.198307662413462,1.47261894199245,2.14736476500054,2.81800104863158,4.0985590468527,1.00067394159078,4745,0,0.98459,"gamma1",6,6
"gamma16",2.16571587501893,0.979678623497732,0.285405087928298,1.49116237380168,2.15584369472896,2.82844679874086,4.10847749937529,1.00017856675918,23062,0,0.990126666666667,"gamma1",7,6
"gamma17",2.14457754969687,1.03306336716322,0.0427034115734556,1.46646447680324,2.15595812999047,2.84076304024956,4.14028535008319,1.00104582790702,4034,0,0.977,"gamma1",8,6
"gamma18",2.15392477437324,0.97196620155235,0.260853612678195,1.48846623199811,2.14948351154003,2.8107426082833,4.07399960244573,1.00008324033494,58442,0,0.988856666666667,"gamma1",9,6
"gamma19",2.1657765278541,0.994624127414866,0.256122969370399,1.48136841273753,2.15711877500114,2.83586201126423,4.1395958855635,1.00029579504114,9486,0,0.98902,"gamma1",10,6
"gamma110",-2.00366245423143,2.77034646670799,-7.0930805556926,-3.64995273278912,-2.14811748452791,-0.900032853649383,4.58713453740295,1.06956976267835,45,1,0.82415,"gamma1",1,7
"gamma111",-1.45644462366528,0.498689788053483,-2.44863264599509,-1.78907064487615,-1.45054231799792,-1.1184619186495,-0.492969804807969,1.00136251050397,1713,0,0.99858,"gamma1",2,7
"gamma121",-0.692057010309654,0.983962004030035,-2.34086078471886,-1.36849982087373,-0.81760674308346,-0.11672273328931,1.53237490673235,1.00186665646996,1103,1,0.779313333333333,"gamma1",3,7
"gamma131",-0.275144398717488,0.763978350402062,-1.59259100749463,-0.814237637532878,-0.346791004645363,0.199772425941564,1.38833253358137,1.00074427925327,2930,1,0.670213333333333,"gamma1",4,7
"gamma141",0.188743786262436,0.881049784884456,-1.26444183655426,-0.458758496504614,0.0948823198756789,0.747531891401312,2.12345874738927,1.00010053733393,19265,1,0.542403333333333,"gamma1",5,7
"gamma151",0.264808158144493,0.981416267946431,-1.45604822598417,-0.464994551598731,0.225054082155775,0.926537945253742,2.29105008195877,1.00013700891316,21178,1,0.58583,"gamma1",6,7
"gamma161",-0.00467903202762525,1.04604840051603,-1.73226083114141,-0.831515810500967,-0.0781002036111467,0.743295700783636,2.13507770616277,1.00328379182556,650,1,0.52392,"gamma1",7,7
"gamma171",-0.0307474989600379,0.92424859500559,-1.64178276970287,-0.709532624216746,-0.0997606409108449,0.597495712720065,1.88764140952834,1.00400505533891,504,1,0.53914,"gamma1",8,7
"gamma181",0.103774702279579,0.912928964774262,-1.46831196039997,-0.571718159606903,0.0381803508976141,0.714123267474617,2.02983311093991,1.00294583733322,776,1,0.515536666666667,"gamma1",9,7
"gamma191",0.284017226902493,0.908843185317363,-1.3067707771604,-0.372982438435888,0.224556922726428,0.883493920611843,2.19043933534653,1.00363163980989,637,1,0.59608,"gamma1",10,7
"gamma112",-1.60579902246026,2.97117524764371,-6.95227876468282,-3.46242680728188,-1.88727624254367,-0.13526465755899,5.12600081843959,1.08322657389185,33,1,0.75893,"gamma1",1,8
"gamma113",-1.03311517326534,0.45146863558104,-1.91417079503122,-1.33565663952215,-1.03492993603789,-0.73279009586517,-0.140390256118899,1.00037562242522,21142,0,0.98775,"gamma1",2,8
"gamma122",0.14404821120663,0.95423224563776,-1.39557256222609,-0.533339555971977,0.00892458503945912,0.706316444374507,2.33785468199941,1.00046456805358,4570,1,0.503776666666667,"gamma1",3,8
"gamma132",-0.0752485766091854,1.10652886739911,-2.14819817394387,-0.881987307761482,-0.0701146458040526,0.695074665814786,2.07843673662033,1.00374733021178,570,1,0.524193333333333,"gamma1",4,8
"gamma142",0.189557045347291,0.803352963439996,-1.24641339876077,-0.380362464608517,0.138393216993229,0.716803391102673,1.87149240996664,1.00084380188928,3866,1,0.568606666666667,"gamma1",5,8
"gamma152",-0.435584838443005,1.283460840732,-2.65844411768686,-1.38986812706403,-0.57139798356177,0.495533211277596,2.15271484503848,1.00557983776565,371,1,0.639646666666667,"gamma1",6,8
"gamma162",-0.0637525566504726,0.712806889456078,-1.36654328969277,-0.553655671341887,-0.0998478834724683,0.391216058099639,1.43601033473016,1.00093521761818,2155,1,0.556533333333333,"gamma1",7,8
"gamma172",0.118543258805934,1.04858895688939,-1.78145704895686,-0.618978078418725,0.056422983773078,0.811094863839154,2.30036357615941,1.00143095965048,1474,1,0.520463333333333,"gamma1",8,8
"gamma182",0.290276162291857,0.849698801834981,-1.20071421984112,-0.328045662319767,0.239478842651136,0.856097758441459,2.06521301990811,1.00304607519996,691,1,0.607256666666667,"gamma1",9,8
"gamma192",0.35253654216271,1.00939874116095,-1.42572094535561,-0.391363089262056,0.310041810466886,1.03380632443486,2.42648052630083,1.00156464728047,1547,1,0.615716666666667,"gamma1",10,8
"gamma114",2.02326781438588,2.06709879488315,-0.863041895424644,0.400788422565524,1.67098522945267,3.27579871250831,6.83153484692965,1.00257271313853,822,1,0.835396666666667,"gamma1",1,9
"gamma115",2.02042687258927,0.69559380031125,0.653914000963966,1.55324320731704,2.02039909828087,2.4893957718427,3.38120010397685,1.00005442190566,37991,0,0.998006666666667,"gamma1",2,9
"gamma123",2.01643892476375,1.20554333589368,-0.376028105296365,1.20797096154287,2.01752901360551,2.82864221539435,4.37574619833621,1.00090314968703,4058,1,0.95187,"gamma1",3,9
"gamma133",2.02379468286356,0.900936672987256,0.27273502696896,1.41047599163026,2.02085120301365,2.63246830191132,3.79851328743612,1.00004398529313,59677,0,0.989176666666667,"gamma1",4,9
"gamma143",1.9940409842109,1.09043220784666,-0.24255389603914,1.28613412250834,2.01191001328739,2.73073807556217,4.08272329021571,1.00040835060285,5961,1,0.96272,"gamma1",5,9
"gamma153",2.00148064839646,0.951801003461359,0.153016582095397,1.35195126417454,1.997320941357,2.64296929740979,3.87768205768034,1.00007728847491,152506,0,0.983623333333333,"gamma1",6,9
"gamma163",2.00871955386425,1.0239320503316,-0.0137281608829398,1.32064627163977,2.00956029715881,2.69650078113321,4.0083149451412,1.00008907093107,83096,1,0.974183333333333,"gamma1",7,9
"gamma173",2.02411074188918,0.976387736427144,0.144553941374241,1.35094392155843,2.01762418335416,2.68517550300067,3.95738034932367,1.00072425548602,3858,0,0.9836,"gamma1",8,9
"gamma183",2.03844447389516,0.990696848672655,0.129984731264312,1.35649741180145,2.02860709787798,2.70668384423493,4.00460089886033,1.00023695033339,13910,0,0.982816666666667,"gamma1",9,9
"gamma193",2.03023108031236,1.01368812566406,0.02670761880705,1.34626178760208,2.0332774704097,2.71532659419814,4.01209501523514,1.00035502605103,9351,0,0.9765,"gamma1",10,9
"gamma116",0.590760813657374,3.02158636931779,-5.68629757825007,-1.22974555706769,0.656968208461107,2.55862825605528,6.42813946062991,1.00601805596368,457,1,0.595963333333333,"gamma1",1,10
"gamma117",0.599706013076113,0.561942633898809,-0.46460038186352,0.208535797800032,0.592681822240643,0.980535626706632,1.71907593492948,1.0003077499903,6615,1,0.853666666666667,"gamma1",2,10
"gamma124",1.05025810978952,1.03650495093432,-0.612238902557688,0.268780878928322,0.939121860697124,1.71178590635075,3.33246451171079,1.00004326145738,76981,1,0.841893333333333,"gamma1",3,10
"gamma134",1.16934230843371,0.887527771559627,-0.395433657352106,0.522600235780725,1.12304587339821,1.76255209425164,3.01450675069673,1.00065460239804,3482,1,0.91146,"gamma1",4,10
"gamma144",0.856299133678757,1.21082483986747,-1.32478380274466,-0.0804465841266439,0.908025776054413,1.72628306092739,3.14943925553604,1.00945515328559,255,1,0.733196666666667,"gamma1",5,10
"gamma154",0.782182841994081,0.970014464646808,-1.1375202404009,0.137370532198337,0.808599565106777,1.44277988404747,2.63893540475357,1.00181958315355,1271,1,0.7878,"gamma1",6,10
"gamma164",0.931291457827809,0.891157946228257,-0.629107938431968,0.283437400721136,0.879456104938747,1.52345817389559,2.7889856974538,1.00032372222682,7994,1,0.847583333333333,"gamma1",7,10
"gamma174",0.860597226645393,1.09935423090435,-1.24563851394515,0.103507520042975,0.883142604594425,1.6145730008517,2.98497243194355,1.00203365791146,1175,1,0.775546666666667,"gamma1",8,10
"gamma184",0.0915278746815557,1.23106960423296,-1.87115628765067,-0.91711388397925,-0.0592948941077561,1.05122883525672,2.51161297291831,1.00209736763408,977,1,0.488556666666667,"gamma1",9,10
"gamma194",0.335083992486285,0.744548601133105,-0.961443042351807,-0.198182959441193,0.274747113027659,0.816235984078804,1.92297754463503,1.00139797504414,1436,1,0.648636666666667,"gamma1",10,10
