"","sim6","sim7","sim8","sim9","sim10"
"1",0,0,0,0,0
"2",0.0909090909090909,0,0,0,0.0181818181818182
"3",0,0,0,0,0
"4",0,0,0,0,0.0909090909090909
"5",0,0,0,0,0.0727272727272727
"6",0,0,0,0,0.0909090909090909
"7",0,0,0,0,0.0181818181818182
"8",0.0181818181818182,0,0,0,0.0727272727272727
"9",0,0,0,0,0
"10",0,0,0,0,0.0363636363636364
