"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma011",0.0659055996291105,1.00398318676681,-1.90403543857253,-0.609030332987551,0.0670735597683529,0.74545196709924,2.02305736049617,1.00002390350217,111100,1,0.526666666666667,"gamma0",2,7
"gamma021",0.081824481758001,0.996075293218707,-1.87386179245974,-0.587645207133319,0.083919507715502,0.753890654655361,2.03112339672115,1.00005115883185,41523,1,0.53388,"gamma0",3,7
"gamma031",0.0880747094652914,1.00079753497358,-1.87235284370384,-0.584508428049035,0.08793016886987,0.760772138629696,2.05038394469846,1.00001237622549,142482,1,0.534613333333333,"gamma0",4,7
"gamma041",0.0692939771771489,1.00194287620584,-1.89245545473582,-0.607903312514218,0.0706732975273318,0.744504534089131,2.03456549630493,1.00002422193922,3e+05,1,0.528103333333333,"gamma0",5,7
"gamma051",0.075075585417838,0.997605497709858,-1.87663958244419,-0.601047143510634,0.074357432567156,0.748060673504073,2.03360314632421,0.999997909272965,3e+05,1,0.530376666666667,"gamma0",6,7
"gamma061",0.0670523700266624,1.0030631616581,-1.89917289537366,-0.608386904840921,0.0670012603209427,0.740981767991681,2.02946311154347,1.00001045980595,130474,1,0.526843333333333,"gamma0",7,7
"gamma071",0.073014613987103,0.998349759634534,-1.87627466617259,-0.603011904011625,0.0736304829863003,0.74711124259674,2.03285373699359,1.00000490526199,203943,1,0.529776666666667,"gamma0",8,7
"gamma081",0.072220218255022,0.99928648233535,-1.8842147477041,-0.602432713205199,0.0711352581795588,0.744156094507509,2.04136705271301,1.00000751381227,270180,1,0.52786,"gamma0",9,7
"gamma091",0.0767641187399434,0.996855751932446,-1.87581381654942,-0.594889102253863,0.0748624137366614,0.750228812226741,2.03086334887564,1.00000918267779,3e+05,1,0.529936666666667,"gamma0",10,7
"gamma012",-0.0702387313180949,0.996212038227759,-2.02121467371711,-0.743376882827169,-0.0713086806091682,0.602275947565845,1.88272646141782,1.0005492245471,3803,1,0.527863333333333,"gamma0",1,8
"gamma013",-0.154391993217479,0.982742186824691,-2.08344092147049,-0.815752483386243,-0.152936059988077,0.505697784712524,1.77305718215678,1.00054113332863,4352,1,0.562376666666667,"gamma0",2,8
"gamma022",0.085523021192746,0.971641813105456,-1.81318455473739,-0.571314144701143,0.0828205156060716,0.740947644756854,1.99666779130303,1.0003816155973,7163,1,0.534046666666667,"gamma0",3,8
"gamma032",0.218701105087961,0.993760020405892,-1.71808868593706,-0.450686653195603,0.212709821276997,0.885902991898664,2.17129682516772,1.00034248710095,6449,1,0.585243333333333,"gamma0",4,8
"gamma042",0.39441098720175,0.975560221606052,-1.50864914427,-0.260974994302768,0.393976660097383,1.05005665417088,2.31159243473592,1.0000062977651,3e+05,1,0.657913333333333,"gamma0",5,8
"gamma052",0.483619147525399,0.999802820954273,-1.47102561148371,-0.189503690617837,0.482265177375113,1.15637609847975,2.44291061978327,1.00002101183135,274578,1,0.6858,"gamma0",6,8
"gamma062",0.500236159179581,0.999309956011476,-1.46055123551315,-0.175122650506381,0.499482577193157,1.17277879796609,2.46151385271963,1.00006898995959,52804,1,0.69147,"gamma0",7,8
"gamma072",0.532437115605373,0.99114954021766,-1.4032595771077,-0.138479838900807,0.529761716857011,1.20076993631413,2.47980493165545,1.00003730830449,78554,1,0.703343333333333,"gamma0",8,8
"gamma082",0.535712350692079,1.00153204141734,-1.42547490231148,-0.14176083599905,0.535631156950109,1.21357379278309,2.49383177645776,1.0000596821956,32094,1,0.703293333333333,"gamma0",9,8
"gamma092",0.560345758672417,0.995752398907171,-1.38814179886125,-0.112922046690301,0.558196758317244,1.23159022599621,2.51966212125445,1.00003324301575,65698,1,0.713016666666667,"gamma0",10,8
"gamma014",-0.0340178173457617,1.00031815594089,-1.99943335716303,-0.705421780441712,-0.0315280518437576,0.643023773688376,1.92101766426668,1.00043420601563,4563,1,0.51303,"gamma0",1,9
"gamma015",-0.146102935213848,0.983198675901786,-2.08516965886154,-0.807951626683978,-0.142510959975938,0.522370817029288,1.76229150681919,1.00134026349606,1530,1,0.55719,"gamma0",2,9
"gamma023",0.156047899895777,0.974226997093884,-1.7679736871279,-0.496345306655206,0.160407369392703,0.815553267430159,2.05082107523728,1.00018628641624,11267,1,0.56588,"gamma0",3,9
"gamma033",0.152185047946009,1.01386141258015,-1.83998336848497,-0.528042047917367,0.149664116373508,0.832396712259515,2.14442318469204,1.00004061505381,49348,1,0.55848,"gamma0",4,9
"gamma043",0.245999712422787,0.979665821707046,-1.68145406815365,-0.413281126133428,0.24461322499456,0.907919583892361,2.16890342926543,1.00013638496312,16089,1,0.59887,"gamma0",5,9
"gamma053",0.241110159778049,1.01435759163079,-1.75170254499614,-0.441960581555268,0.241821912489041,0.924718281559679,2.22897780745832,1.0000173860127,3e+05,1,0.59488,"gamma0",6,9
"gamma063",0.226950667378052,0.993196578501395,-1.72000988480845,-0.444519107549552,0.228279366210569,0.897761891325392,2.17333955842499,1.0002560908774,7695,1,0.590993333333333,"gamma0",7,9
"gamma073",0.24093784552247,0.999339739889427,-1.70934543019836,-0.434171804092071,0.238561609175002,0.913404421484238,2.2085387940025,1.00006311046106,31491,1,0.5943,"gamma0",8,9
"gamma083",0.299705788884964,0.99045582399853,-1.64245982499244,-0.368897448244546,0.299540581691415,0.966579824415369,2.24116049834848,1.00001025940534,157405,1,0.618926666666667,"gamma0",9,9
"gamma093",0.303900119458352,1.00658520896136,-1.66320782424784,-0.377975636606567,0.301872967864198,0.983725551852993,2.2815134508739,1.00014215978627,13934,1,0.617313333333333,"gamma0",10,9
"gamma016",0.0568393139535727,1.000875827128,-1.90216267408079,-0.621007032926007,0.054113768585487,0.733519870734228,2.02742196033465,1.00006365066504,29579,1,0.521863333333333,"gamma0",1,10
"gamma017",0.0551246262729588,0.998674382448934,-1.90717398759394,-0.617709058078004,0.0556045695105076,0.72807889839541,2.00949850948174,1.00002085707666,3e+05,1,0.522226666666667,"gamma0",2,10
"gamma024",0.0616111294790435,1.00085556474786,-1.89800678778631,-0.612622725650477,0.0629363098572554,0.738342501805485,2.02279606642744,1.00002668275767,247433,1,0.52498,"gamma0",3,10
"gamma034",0.0624925941376806,1.00060348242503,-1.89654323882526,-0.612794308688039,0.0613661310505764,0.736627719856412,2.02523544049011,1.00000560112367,191121,1,0.524936666666667,"gamma0",4,10
"gamma044",0.0609001149577321,0.998186747719638,-1.88896127321299,-0.61286901176202,0.0593511960240382,0.732701010988381,2.02405146150695,1.00001333060156,185618,1,0.523736666666667,"gamma0",5,10
"gamma054",0.059306340306519,1.00104032123075,-1.89596752399989,-0.6162987781514,0.0601029812321204,0.736709011112283,2.01796973576646,1.00001058300626,290374,1,0.52384,"gamma0",6,10
"gamma064",0.0558793852113409,1.00089366559452,-1.90236322732056,-0.620166523658088,0.055684824506068,0.730807827281599,2.01814904757483,1.00004292805858,48130,1,0.522343333333333,"gamma0",7,10
"gamma074",0.0566399389081984,1.00040822144406,-1.90485597576029,-0.618416865749564,0.0570217456556635,0.732610766857215,2.01339212761491,1.00002488653544,144313,1,0.522403333333333,"gamma0",8,10
"gamma084",0.0586391060456943,0.999579949137078,-1.89240903494822,-0.616533272937619,0.0556341529251321,0.733937084082222,2.01482836731964,1.00008249693607,23877,1,0.522353333333333,"gamma0",9,10
"gamma094",0.059447914712417,0.996507088682566,-1.88979025121548,-0.613316286933557,0.0605416100250342,0.730515419371474,2.01263705838206,1.0000169099089,275960,1,0.524003333333333,"gamma0",10,10
