"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"p92",0.618205177020401,0.0734603289637028,0.470447609361318,0.568697426783654,0.620140907239007,0.669588853907598,0.756323103791511,0.999998071494828,3e+05,0,1,"p",0.118828394996243,10,8
"p14",0.418281255583579,0.225968938282887,0.0615371492658258,0.23602663380297,0.393470036103191,0.58377026671071,0.878004366054119,1.01318891245665,159,0,1,"p",0.540232045463331,1,9
"p15",0.509393533239102,0.17968240891484,0.170419227104287,0.376955391429014,0.509253345573748,0.641477059451912,0.846583649910751,1.00008819718895,22627,0,1,"p",0.35273790731556,2,9
"p23",0.632794015082334,0.135573125228802,0.351263632172073,0.541171740854067,0.640414485984108,0.732667429175025,0.870742597222782,0.999999742565331,3e+05,0,1,"p",0.214245270968884,3,9
"p33",0.683082874660364,0.110941440762172,0.448218308734542,0.609858569990779,0.690761053200186,0.764225439318968,0.875162714652166,1.00000373791861,3e+05,0,1,"p",0.162412856298488,4,9
"p43",0.663478655886185,0.0994566782962323,0.456664114828208,0.597535901519736,0.668857512859526,0.734608884730618,0.841583586180177,1.00001279330818,214268,0,1,"p",0.149901850517545,5,9
"p53",0.651449606195226,0.0908171552229232,0.464537553752382,0.591115422608698,0.655223040177883,0.715970920172459,0.817451817371174,1.0000081825835,3e+05,0,1,"p",0.139407798176959,6,9
"p63",0.611166680612071,0.085380620917658,0.43902346983228,0.553625015277413,0.613529854229113,0.67114641221775,0.770452156048841,1.00000159877728,3e+05,0,1,"p",0.139701040037312,7,9
"p73",0.554786671084752,0.0809430782889369,0.393985623011985,0.499809869660908,0.555954880454442,0.610884039889188,0.708886445973293,1.00001298549194,119363,0,1,"p",0.145899464618845,8,9
"p83",0.53599575209703,0.0763197171979721,0.385428899855724,0.484101026679309,0.536364816765691,0.58859309267738,0.683383072690787,0.999997899555707,3e+05,0,1,"p",0.142388660543258,9,9
"p93",0.542778750846356,0.0723652113026455,0.399457378769982,0.493567891273062,0.543260797137422,0.592518383821915,0.681772185846598,1.00001938394359,151281,0,1,"p",0.133323589381136,10,9
"p16",0.714353784221241,0.159831987012392,0.358068492907752,0.610345489798106,0.735899842357647,0.83886359596266,0.957131305233324,1.00001905861207,146888,0,1,"p",0.223743459533338,1,10
"p17",0.666774161779847,0.131002636221417,0.390512638306231,0.579436262815606,0.676430430418103,0.764002479200058,0.891089420247052,1.00002180864428,3e+05,0,1,"p",0.196472274618031,2,10
"p24",0.706681066365199,0.107336430580575,0.477469503226841,0.636589527032188,0.715150738734072,0.785392745030348,0.890375161985333,0.999998721955293,3e+05,0,1,"p",0.151888080336803,3,10
"p34",0.728069450586981,0.0926666552421538,0.529389766445852,0.668067424838735,0.73495296847805,0.795352419219763,0.887526828816439,1.00002242198959,74331,0,1,"p",0.127277219456804,4,10
"p44",0.704534513619449,0.0862473774365548,0.523743727835341,0.647943544105121,0.709348240418654,0.766295421488786,0.858140739833436,1.00001722333896,127614,0,1,"p",0.12241753351936,5,10
"p54",0.688201193930412,0.0808684023148443,0.519331064487687,0.635293736365853,0.69193352008457,0.745573405887952,0.834400884478343,1.00001108536124,298517,0,1,"p",0.117506919528857,6,10
"p64",0.676525638409236,0.0761986274930141,0.518837935075769,0.626138365346163,0.679724030619814,0.730454825781897,0.81571062647475,1.0000003626692,3e+05,0,1,"p",0.11263228348919,7,10
"p74",0.69132586234612,0.0706935102029357,0.545386898969362,0.644701980835406,0.694406058707757,0.741374244035522,0.820229265734525,1.00001963670417,213970,0,1,"p",0.102257870062934,8,10
"p84",0.681707390860811,0.0674278821122693,0.543060077727292,0.63688282311178,0.684223253527613,0.729222369091196,0.805840157814037,1.00001085223372,3e+05,0,1,"p",0.0989102993692443,9,10
"p94",0.693052033279423,0.0635228476110341,0.561681949599118,0.651327203049228,0.695672299116878,0.737590834815364,0.8097489234231,0.9999964226159,3e+05,0,1,"p",0.091656678807294,10,10
