"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma142",0.142103380693327,0.777488031326959,-1.16045890170441,-0.40425470804089,0.0493757443791502,0.612225875746679,1.87720529125517,1.00231522523149,1066,1,0.526886666666667,"gamma1",5,8
"gamma152",0.570878935501292,0.884941263461679,-0.906445199852199,-0.077655323660988,0.481806139941006,1.13775435486796,2.49688350512953,1.0027843339913,743,1,0.71677,"gamma1",6,8
"gamma162",0.625065171743343,1.03967765223531,-1.43425946762696,-0.066764613553069,0.619420988052255,1.32113006813329,2.66431073503989,1.00228807494051,1055,1,0.72841,"gamma1",7,8
"gamma172",0.767010861469501,0.864221534578205,-0.735358535170284,0.130843019529968,0.717425815889563,1.34443393245062,2.57400606601603,1.00016079082407,13249,1,0.799843333333333,"gamma1",8,8
"gamma182",0.815736620965717,1.04995292229464,-1.23415536153653,0.1062703972704,0.810822417099039,1.52059942283685,2.88030364513301,1.00021661849175,18849,1,0.78187,"gamma1",9,8
"gamma192",0.926021115169001,0.888954287626407,-0.661686060067379,0.283568927620156,0.8889711579655,1.52383908009816,2.75621851350291,1.00063953096463,3912,1,0.84471,"gamma1",10,8
"gamma114",-1.24036760522177,3.23934033952893,-7.03720557389915,-3.37305008339984,-1.67520757255823,0.877418856224298,5.71383994300264,1.04565450966155,51,1,0.685046666666667,"gamma1",1,9
"gamma115",-1.36448713730355,0.508902285111782,-2.38808128351881,-1.7032741658188,-1.35217833110509,-1.01971786069078,-0.393629923502815,1.00178034807438,1364,0,0.995946666666667,"gamma1",2,9
"gamma123",-0.00172896387375386,0.856575294629708,-1.46857737754866,-0.587410375057012,-0.0928296681635812,0.502946221546681,1.92653853164872,1.00190246774768,1123,1,0.547193333333333,"gamma1",3,9
"gamma133",0.0202681831607425,1.07920012782311,-2.11517905143714,-0.698315933108242,0.0255916229518107,0.746066258160171,2.12463161288551,1.00015364474509,33094,1,0.50982,"gamma1",4,9
"gamma143",0.354314782925378,0.758420564895286,-0.923762453381057,-0.198940058548308,0.28329579888022,0.841000577107039,1.99326145153558,1.00048682691247,5704,1,0.647193333333333,"gamma1",5,9
"gamma153",0.363026046498631,1.14449090224403,-1.88823470115832,-0.401735454458798,0.356996339235388,1.13093474788339,2.6051798857302,1.00018336116336,11536,1,0.623823333333333,"gamma1",6,9
"gamma163",0.31231111508184,0.955429978609424,-1.54988005200337,-0.339993508362205,0.318603830216351,0.963316162275881,2.17141517907406,1.00317133653534,726,1,0.630046666666667,"gamma1",7,9
"gamma173",0.374623186203132,1.00025675791927,-1.6135547482142,-0.285499356491148,0.375598528005305,1.04213211843079,2.33577682468751,1.00133984795321,1921,1,0.648666666666667,"gamma1",8,9
"gamma183",0.609199978192205,0.833294528827444,-0.809033507763853,-0.00419483122332358,0.544093897293311,1.15396459709977,2.38792624603796,1.00021498576508,9843,1,0.74814,"gamma1",9,9
"gamma193",0.594214644459655,1.09481817824642,-1.54344156893526,-0.145527218027941,0.592072573494688,1.33547297032526,2.74537607174175,1.00386306591464,547,1,0.70517,"gamma1",10,9
"gamma116",2.18188497891179,2.02350099980289,-0.578091161485934,0.593518706493421,1.80963181285956,3.38529950225343,6.950955929718,1.00003365035318,120033,1,0.881886666666667,"gamma1",1,10
"gamma117",2.1821915101814,0.701349495498702,0.807233408498131,1.70988643094333,2.18222609206642,2.65462189357103,3.56068962686133,1.00001865473923,3e+05,0,0.999096666666667,"gamma1",2,10
"gamma124",2.23250845392468,1.14530071681407,0.0658645054905897,1.42736658177558,2.21145730055924,3.00615290664646,4.52956188544796,1.00013215419132,25714,0,0.979053333333333,"gamma1",3,10
"gamma134",2.24236971326798,0.920993882891429,0.457135913786271,1.61087061094083,2.23695794580373,2.865023317452,4.06293943757648,1.00000981358586,257902,0,0.993993333333333,"gamma1",4,10
"gamma144",2.24419739158902,1.03799810081601,0.220525341263954,1.5409789727972,2.24339111870038,2.9426292186122,4.29410673340385,1.00052945177408,11232,0,0.985893333333333,"gamma1",5,10
"gamma154",2.24207027625013,0.985156552060569,0.303519157607752,1.57850771433956,2.24202450772457,2.91043272926573,4.170005831489,1.00038174748114,12438,0,0.98873,"gamma1",6,10
"gamma164",2.24527087581915,1.00211758144075,0.283344092734718,1.56676973874671,2.24473163179762,2.92652908428288,4.20527216020878,1.00060355309512,5042,0,0.987486666666667,"gamma1",7,10
"gamma174",2.24617039414321,0.997308410660793,0.300106671577478,1.57145217205997,2.2429692438478,2.91999001357529,4.20618054298597,1.00032035904458,21870,0,0.98879,"gamma1",8,10
"gamma184",2.24669071619437,0.999899214881015,0.291553003570365,1.56872152261778,2.24441126728898,2.92424229685917,4.20723887967688,1.00007554988034,63840,0,0.98841,"gamma1",9,10
"gamma194",2.25390940855855,0.994092694129401,0.324598816181636,1.578034056535,2.25161329103151,2.9242046219021,4.21182300827033,1.0001277425674,48161,0,0.98932,"gamma1",10,10
