"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma1",2.10939847370645,2.05208059790239,-0.736780942426602,0.497717441137257,1.74705987057792,3.35665609621569,6.91305960644204,1.00029591367126,12597,1,0.8587,"gamma1",1,6
"gamma11",2.10469765592123,0.699489630892565,0.731791661139885,1.63233443597806,2.10603824620308,2.57650703964266,3.47660616598,1.00001670428506,152157,0,0.998606666666667,"gamma1",2,6
"gamma12",2.14856970402892,1.14808807094569,-0.0228690440913059,1.34798954804611,2.1298735417644,2.92347513586093,4.45060575113759,1.00003827765684,81322,1,0.9735,"gamma1",3,6
"gamma13",2.13878657048409,0.946017356136721,0.269584331480992,1.51093085283602,2.14476989349088,2.77686660696188,3.97018411815229,1.00057731613572,7208,0,0.986273333333333,"gamma1",4,6
"gamma14",2.13098516927665,1.03808521201788,0.0718468671374745,1.43724845794648,2.1368045951612,2.83336799985678,4.14485221754634,1.00050664563225,6692,0,0.978373333333333,"gamma1",5,6
"gamma15",2.1369766468098,0.966411083338862,0.259278742322871,1.47555074397655,2.13104390539581,2.78949191607469,4.04611218616128,1.00011891689814,29284,0,0.9883,"gamma1",6,6
"gamma16",2.11752662483572,1.0316794370919,0.0590525821364284,1.4351606019828,2.12538916969881,2.812181256487,4.12661180579252,1.00034237097089,8443,0,0.9776,"gamma1",7,6
"gamma17",2.12357626146455,0.973408325458671,0.238081156054598,1.45616106199882,2.11703268531395,2.7799366839138,4.05508362390049,1.00003119077256,91542,0,0.98813,"gamma1",8,6
"gamma18",2.12639660104799,1.01063613568679,0.158329711309297,1.44167377570478,2.12362248172156,2.80751544433638,4.11320339782814,1.00058242231282,6658,0,0.98343,"gamma1",9,6
"gamma19",2.12455897669638,0.996281532498803,0.163288105473866,1.4561528201078,2.12537904515203,2.79322990989731,4.07358561402399,1.0000301006287,57860,0,0.982673333333333,"gamma1",10,6
"gamma110",1.65763071048989,2.18846866434573,-1.73581370700784,0.0126877803109872,1.35149586732742,3.01167428892809,6.62473040025766,1.00762001972164,274,1,0.752656666666667,"gamma1",1,7
"gamma111",1.65044987797107,0.685054250630883,0.285762942890796,1.19790435863591,1.65609813047361,2.10945431676645,2.97955248184101,1.00038103295894,7045,0,0.988953333333333,"gamma1",2,7
"gamma121",1.72586659074108,1.13556364171817,-0.36834411420229,0.917889838096762,1.69471981333248,2.49311499314083,4.02826238314072,1.0001017797075,25633,1,0.9402,"gamma1",3,7
"gamma131",1.73620463969485,0.924957140179004,-0.0515872893167318,1.1022302730355,1.7275164030407,2.36398486554841,3.56403351665552,1.00006304012747,30516,1,0.971213333333333,"gamma1",4,7
"gamma141",1.6747709240553,1.09306106432239,-0.604531819636387,0.970996214674052,1.69958107150171,2.41254177990598,3.75373114489309,1.0002289999309,19027,1,0.932253333333333,"gamma1",5,7
"gamma151",1.69957670759929,0.934453376012335,-0.056984534593086,1.05099076641218,1.68422338199851,2.33156733398329,3.56676136586308,1.00004783525238,55008,1,0.970346666666667,"gamma1",6,7
"gamma161",1.67366012596774,1.05720938219293,-0.451669541531738,0.970343185326082,1.68302697352684,2.3862759490328,3.72468162611109,1.00009549619245,24828,1,0.94027,"gamma1",7,7
"gamma171",1.70328114036194,0.939600274542699,-0.0633781923162238,1.04433349370434,1.68629118789903,2.33825021738448,3.58726367321109,1.00022357466652,11443,1,0.969336666666667,"gamma1",8,7
"gamma181",1.70508705602361,1.03356152127595,-0.33973912805464,1.00962383237768,1.70599273683211,2.40218673176494,3.72794579061309,1.00039087432576,8597,1,0.950823333333333,"gamma1",9,7
"gamma191",1.73144974694988,0.954289555851997,-0.0767022925020513,1.0679849932537,1.71866241400459,2.37556922425074,3.64018912613043,1.00019426964964,12980,1,0.968733333333333,"gamma1",10,7
"gamma112",-1.8126177707518,3.00004645218895,-7.09138919440927,-3.70063448209277,-2.16409570705513,-0.382989965969373,5.03285757064831,1.02361169713822,101,1,0.772293333333333,"gamma1",1,8
"gamma113",-1.88609222870612,0.548794751363613,-2.96969263700507,-2.25465762126413,-1.88134657338585,-1.51308043335489,-0.819486284950325,1.00155122944326,2531,0,0.999726666666667,"gamma1",2,8
"gamma122",-0.97306324503225,0.977204718411365,-2.79138214225009,-1.61121375014904,-1.0315309185249,-0.382393868521559,1.11965699727501,1.00192359064338,2780,1,0.845223333333333,"gamma1",3,8
"gamma132",-0.691454439301919,0.734551586049984,-1.93579766345262,-1.17889815246515,-0.782164735569412,-0.295184740487131,1.00877651710959,1.00667054245735,371,1,0.8379,"gamma1",4,8
