"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"eps",0.50718350310601,0.288175745225244,0.0266985614362611,0.258317391704438,0.509410541954123,0.757836228770105,0.975866383201839,1.00009824181908,24252,0,1,"eps",0.568188325251995,1,1
"eps1",0.512695893364879,0.287936252878517,0.0280965979381117,0.266210528668744,0.516031890711149,0.764158741524235,0.977733367235658,1.00027662826956,9490,0,1,"eps",0.561612169328606,2,1
"eps2",0.514512504270026,0.2862117637176,0.0285627248519855,0.271408337000787,0.518899946073413,0.762380405347385,0.977197175585138,1.00032912722482,8086,0,1,"eps",0.556277566322063,3,1
"eps3",0.511376197886526,0.283749547652914,0.0307885005769768,0.268813417021594,0.517216887525337,0.754556561570963,0.974723411244075,1.00014092487313,15366,0,1,"eps",0.554874373945495,4,1
"eps4",0.504863784981171,0.281408798778319,0.031732162346939,0.265377298058042,0.506431881564619,0.74507683489221,0.971143949348178,1.00015338993829,25596,0,1,"eps",0.557395493893099,5,1
"eps5",0.503851407913768,0.281839528259538,0.0311039895767653,0.263622561510978,0.503901292823597,0.745074595198781,0.972372530257268,1.00059699225324,3464,0,1,"eps",0.559370329888556,6,1
"eps6",0.505763393627187,0.282693510668205,0.0303116892900271,0.265052667444745,0.508400267217777,0.748080522175095,0.971012950254277,1.00135878135231,1547,0,1,"eps",0.558944190564703,7,1
"eps7",0.514336245336866,0.28408302962554,0.0314857565066615,0.272524364247696,0.520243566361031,0.759564956617679,0.974570584276059,1.00001611627983,125443,0,1,"eps",0.552329399689652,8,1
"eps8",0.515311138712499,0.282398130932315,0.0337461195042843,0.276076935194213,0.519533973238879,0.758538381553705,0.975539594247843,1.00013190773918,17558,0,1,"eps",0.548014800607424,9,1
"eps9",0.517601969730488,0.283932919546512,0.0334743202278341,0.27526871689893,0.524375429314996,0.763403219195024,0.975992902853994,1.00145776851559,1405,0,1,"eps",0.548554557654319,10,1
"eps10",0.498244526817802,0.288760819556042,0.0240803903303664,0.247973640483049,0.497273237109154,0.748318879718515,0.975073064362765,1.00021637871842,9967,0,1,"eps",0.579556430655255,1,2
"eps11",0.509049370556539,0.287189635181738,0.026518528864933,0.263808039623652,0.513031177281331,0.758328130728826,0.975799523754124,1.00018543152795,10576,0,1,"eps",0.564168530191397,2,2
"eps21",0.51595250850893,0.285494264292827,0.0333472008567812,0.270506502895318,0.52157075085056,0.764483987247203,0.976436373827805,1.00078563153974,2637,0,1,"eps",0.553334385596627,3,2
"eps31",0.519992268000373,0.283412545064375,0.0338122342255699,0.279754918464217,0.527417943806668,0.764961605946805,0.976429885027201,1.00044169969359,4997,0,1,"eps",0.545032229333401,4,2
"eps41",0.524145107524392,0.280710024454956,0.0375883797347102,0.287771008105228,0.533476579836878,0.765546501968019,0.976164722211446,1.00012330765833,23922,0,1,"eps",0.535557845385198,5,2
"eps51",0.524422009118965,0.281143417861174,0.0377545134359425,0.287957159432623,0.533286025923947,0.766908739490341,0.976121393207439,1.00015479672596,16506,0,1,"eps",0.536101485011086,6,2
"eps61",0.521633740932469,0.280292274557825,0.0382114645144379,0.284893940673394,0.528280870730555,0.763024559008292,0.975244504927874,1.00090576859532,2267,0,1,"eps",0.537335399463955,7,2
"eps71",0.530890578820969,0.28009504140728,0.0407764263817747,0.295776778193494,0.542159682770809,0.773189650930533,0.976703455219683,1.00010416546787,43381,0,1,"eps",0.52759467314212,8,2
"eps81",0.529499420207312,0.280226532376331,0.0400457831052253,0.294034865451806,0.540728012469035,0.771060710869271,0.976607245789411,1.00108630598658,1863,0,1,"eps",0.529229158110534,9,2
"eps91",0.506835622611616,0.285852008697007,0.0322332681753356,0.259759077822765,0.508938167805292,0.754969848779787,0.974364357872484,1.00019356173871,11353,0,1,"eps",0.563993523628179,10,2
