"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma1",1.66028537791692,2.135334831004,-1.30699411310381,-0.023882719704811,1.27765622884329,2.97002478222709,6.6345151178029,1.01155185112533,186,1,0.745266666666667,"gamma1",1,1
"gamma11",1.66577469633675,0.67971211883521,0.349647056916347,1.20326929685459,1.6625061887744,2.12538232255622,3.0025495521806,1.00003739186286,48966,0,0.993366666666667,"gamma1",2,1
"gamma12",1.75260087222487,1.12319187832216,-0.258802045328618,0.941061954356235,1.71308091730632,2.50821630974888,4.05177102136536,1.00011254235522,19139,1,0.947526666666667,"gamma1",3,1
"gamma13",1.75851943637071,0.92736065780831,-0.0121243216867486,1.1174586522075,1.75002193379021,2.38739122923378,3.59825345946046,1.00008894475561,30839,1,0.97413,"gamma1",4,1
"gamma14",1.78563080031108,1.00636202254584,-0.116891092370761,1.08340146576086,1.77115897740981,2.464665874328,3.79667416798302,1.00027945100249,13169,1,0.965876666666667,"gamma1",5,1
"gamma15",1.77840011390385,1.00068054537468,-0.187374565118135,1.10081089025811,1.77815726753243,2.45478896275125,3.74574365985842,1.0008901706771,3338,1,0.96073,"gamma1",6,1
"gamma16",1.81252036794586,0.961331323409114,0.0039748611819386,1.13759016734033,1.79642359835439,2.4643854301122,3.73793349038211,1.00007407431355,33356,0,0.975393333333333,"gamma1",7,1
"gamma17",1.81906967824114,1.00287800112716,-0.124343588240963,1.13176387531319,1.81594599778184,2.50170418005254,3.79423185235824,1.00005844652692,44391,1,0.965016666666667,"gamma1",8,1
"gamma18",1.787523577627,1.03095241430374,-0.343162429541397,1.11633587357617,1.80310856351637,2.48362346186628,3.76633543878932,1.00147820875508,2097,1,0.954506666666667,"gamma1",9,1
"gamma19",1.79466371399428,0.967319509439528,-0.0714075107626343,1.12862640818553,1.78952926034906,2.44902267416152,3.70466504911574,1.00018511485621,18147,1,0.96961,"gamma1",10,1
"gamma110",-1.40647242949472,3.02874759085084,-6.92946510539085,-3.32346592337157,-1.6956707925442,0.318481496241476,5.26430918377569,1.00284284404967,710,1,0.72781,"gamma1",1,2
"gamma111",-0.724274401727142,0.406722767468666,-1.51234483710668,-0.995975129070279,-0.728309195822905,-0.457656156506241,0.0871915520308786,1.00003904240412,92678,1,0.96141,"gamma1",2,2
"gamma121",-0.271565796761505,1.23561965238544,-2.26838454168899,-1.18313686254738,-0.446195443245718,0.520543331737329,2.45376353863543,1.00491131859761,431,1,0.624666666666667,"gamma1",3,2
