"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"p",0.447451323615749,0.185069681880213,0.121705716311343,0.308449688057864,0.438852521566048,0.577902534520474,0.821253710493651,1.00124520286739,1976,0,1,"p",0.41360852479932,1,1
"p1",0.516029699831248,0.143330794507141,0.238692638461374,0.414507675845953,0.516997580760853,0.618759792203278,0.787740726984994,0.999997205632621,3e+05,0,1,"p",0.277756870494107,2,1
"p2",0.604318060876171,0.118119427874467,0.363994391331542,0.524129525286217,0.60881833118351,0.689405153597583,0.819829871393242,1.00002045062183,104465,0,1,"p",0.195459039736809,3,1
"p3",0.651003509814406,0.101217320048752,0.442256946726006,0.583282457467112,0.655628432941024,0.723686083624437,0.833620803617587,1.00000518349169,3e+05,0,1,"p",0.155478916047023,4,1
"p4",0.641506263101474,0.0918916207438637,0.452941847097713,0.580144280411161,0.644846086714524,0.706663161219208,0.810038809380765,1.00000093109423,3e+05,0,1,"p",0.143243528597207,5,1
"p5",0.667163171183763,0.0828058073112867,0.496465333277754,0.612135148125927,0.670368851955682,0.725898299457672,0.818242728903162,1.00001431549752,267812,0,1,"p",0.124116274530506,6,1
"p6",0.712838922637005,0.0738511267532239,0.558087870204081,0.664512852642964,0.716804335599353,0.765282436697732,0.845646872803028,1.0000182656625,94205,0,1,"p",0.103601422997535,7,1
"p7",0.699501213438212,0.0702369091328838,0.553277815014936,0.653342116962052,0.70266445190037,0.748967021368409,0.827745276873808,1.00000249563931,3e+05,0,1,"p",0.10040998898008,8,1
"p8",0.646355213471134,0.0694647438225154,0.504835202289844,0.599960057612257,0.648384824645283,0.694900070303991,0.775953598992244,1.00001026772392,3e+05,0,1,"p",0.107471468280526,9,1
"p9",0.68079492491,0.0644884828428109,0.548568387114024,0.638134693992597,0.683195723103725,0.726043339425382,0.799578299565114,1.00001415796229,144383,0,1,"p",0.0947252696564038,10,1
"p10",0.635029113074343,0.182681906573411,0.255804505391471,0.507773561319317,0.649426203237604,0.777358165925829,0.936239073059788,1.00010272118127,18750,0,1,"p",0.28767485271502,1,2
"p11",0.742754182187619,0.133383787093598,0.447034601068405,0.657062754977406,0.758690737571204,0.844568546947345,0.951812964754873,1.00001562534385,98607,0,1,"p",0.179579987958796,2,2
"p21",0.669716486899024,0.133311968524452,0.397222411102337,0.578741116284816,0.674927063724067,0.766864145746431,0.909341687249164,1.00075149136985,2715,0,1,"p",0.19905731922731,3,2
"p31",0.655099580586529,0.115164126638448,0.416937051872789,0.577955942599603,0.661267617513333,0.738620331274534,0.860087454382075,1.00000328195349,3e+05,0,1,"p",0.175796367531389,4,2
"p41",0.648983499247996,0.103066377828416,0.435958720177899,0.580096007660231,0.654094548421449,0.722729122324952,0.835420627892761,1.00009160331391,20768,0,1,"p",0.158812015941612,5,2
"p51",0.605159650542666,0.0964782641697728,0.410508619211408,0.539918374977056,0.607645558459426,0.673206445664315,0.78506113440628,1.00017611512006,12843,0,1,"p",0.159426135042642,6,2
"p61",0.606084202520422,0.0886168205808212,0.427236166220544,0.546353148904382,0.608350757452238,0.668562409672518,0.770988581490691,0.999998303181402,3e+05,0,1,"p",0.146212061314756,7,2
"p71",0.577575492539944,0.0832965994599514,0.411386558526475,0.521356269125406,0.578785641889041,0.635644831688109,0.735258638678846,1.00000324743513,3e+05,0,1,"p",0.144217683291316,8,2
"p81",0.605878638742578,0.0769492226824044,0.4508336084541,0.554311104630489,0.607764189059312,0.659317161713141,0.750908543741761,1.00003322579377,68694,0,1,"p",0.127004349983525,9,2
"p91",0.580431022918536,0.0780769320716261,0.42638533027995,0.527305394122084,0.581124550430933,0.634268348126924,0.730888416468938,1.00105829830151,1924,0,1,"p",0.134515435923872,10,2
"p12",0.348272796644603,0.191451945371315,0.0527949869077033,0.197511412886449,0.32468256623751,0.477054420910036,0.76498561177185,1.01345000938005,167,0,1,"p",0.549718344975083,1,3
"p13",0.446030225091202,0.170367450871189,0.144806615400875,0.318753349757753,0.437570896202224,0.565275859812185,0.790495802038084,1.00027909582933,7400,0,1,"p",0.381963914746704,2,3
"p22",0.389979402378046,0.148818754834468,0.134913584434187,0.279854791021996,0.378420315820692,0.488771890004227,0.706144092464913,1.0009309514851,2438,0,1,"p",0.381606705192607,3,3
"p32",0.470185483086441,0.128303511517016,0.228242864251941,0.37883970593033,0.468351766864492,0.559500878547273,0.722874111561011,1.00006823408278,38814,0,1,"p",0.272878504616502,4,3
"p42",0.556375981525797,0.110831885433022,0.336024545470455,0.480306174078761,0.558409982258082,0.634501934163088,0.765394313321731,1.00000536143529,3e+05,0,1,"p",0.199203217092654,5,3
"p52",0.606727385498632,0.0973815333773081,0.409480507655878,0.541019022801633,0.609608826301157,0.675616624514064,0.787492381294873,1.00000138151504,3e+05,0,1,"p",0.160502946965673,6,3
"p62",0.640438026998901,0.0873645305768183,0.462045339367155,0.58193544936055,0.643774342518137,0.702122094312305,0.801613879666518,1.00000600147031,3e+05,0,1,"p",0.136413715135264,7,3
"p72",0.605975301783218,0.0826647699415807,0.439258407434787,0.550135663743236,0.608105433449405,0.663821528074877,0.760887611837588,1.00000185212038,3e+05,0,1,"p",0.136416071246338,8,3
