"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"p82",0.605665562291226,0.0773858555299069,0.449740180466209,0.553815495625078,0.607550916177854,0.659481957676598,0.751202985918127,1.00000261855143,3e+05,0,1,"p",0.127769944913422,9,3
"p92",0.628251090537812,0.0720550063596669,0.482425036086712,0.580025726864972,0.630131095390412,0.678575823708775,0.763360925446287,1.00001457073641,125305,0,1,"p",0.114691414698516,10,3
"p14",0.630793128404492,0.182667736883236,0.254787056091208,0.502395423337874,0.644322197419072,0.772447011879735,0.934533588695553,1.00744295908237,274,0,1,"p",0.289584221288634,1,4
"p15",0.620468540737502,0.141616735833982,0.329532864948005,0.523595414880119,0.628054795527505,0.724849102571618,0.870917453660307,1.00002542379701,67960,0,1,"p",0.228241605393326,2,4
"p23",0.62237703705217,0.120880218208171,0.375517267449364,0.540341699106911,0.627483193880532,0.7098091282969,0.84100282193992,1.00036283381575,5724,0,1,"p",0.194223454613153,3,4
"p33",0.666704887498196,0.102510811678552,0.453210865459493,0.598767683247301,0.672410424943146,0.740711452570869,0.849260378860286,1.00003503679055,65805,0,1,"p",0.153757402414167,4,4
"p43",0.653395977331227,0.0932101957509838,0.461371018029423,0.591383681767159,0.657480046082999,0.719830085765403,0.82273091850693,1.00000957040301,3e+05,0,1,"p",0.142654988681898,5,4
"p53",0.618396818352925,0.0893380724679748,0.438362507417946,0.558100797267684,0.620755000172231,0.681001810866586,0.785940340879871,1.00001627044608,113064,0,1,"p",0.144467225277651,6,4
"p63",0.618639938226728,0.0831245677327847,0.450682071177204,0.562757727839634,0.620986266956045,0.676989697014894,0.77355430424555,1.00004677895409,43871,0,1,"p",0.134366636546378,7,4
"p73",0.641985910722833,0.0765766035845748,0.485338856455332,0.591079801308129,0.644494002654543,0.695710989224514,0.784017973819089,1.00002007212667,107353,0,1,"p",0.119280816456477,8,4
"p83",0.638685558996598,0.0726083984202531,0.490938119188908,0.590279036003772,0.640959271713284,0.689452232011058,0.773785100823587,1.00001085574339,154777,0,1,"p",0.113684108553079,9,4
"p93",0.614335573801857,0.0697880181355942,0.47371269301514,0.567510137364483,0.615952945368249,0.662825813265226,0.745674544820171,1.00000215843596,3e+05,0,1,"p",0.113599181150631,10,4
"p16",0.733346059347497,0.162703792142172,0.368963474566846,0.628183669014316,0.756284345634035,0.861326628598717,0.975558403433908,1.00078692956268,2561,0,1,"p",0.221864957298522,1,5
"p17",0.674545273606687,0.133318963381992,0.390730706450166,0.58571291258305,0.685169259399831,0.774009065223943,0.900507884505152,1.00000856955222,214000,0,1,"p",0.197642721101813,2,5
"p24",0.652298514066257,0.114759077610999,0.413019760731453,0.575560795425619,0.658366224927384,0.73578902513378,0.855784437254912,1.00002898326785,71669,0,1,"p",0.175930306656106,3,5
"p34",0.593787503197593,0.104110282683155,0.382962828571236,0.523366639681786,0.596564751048067,0.667457936921741,0.787550992816329,1.00003911718981,50260,0,1,"p",0.175332559413112,4,5
"p44",0.63351106741633,0.0925425769050665,0.445077861997134,0.571721672535557,0.636887553587889,0.69931846753838,0.803137075156524,1.00001112862749,186259,0,1,"p",0.146078863756061,5,5
"p54",0.595827626383429,0.0866703704053149,0.421306443918545,0.537480719442639,0.597965845711014,0.656450944799384,0.758347212212623,1.00001443910164,3e+05,0,1,"p",0.145462154770146,6,5
"p64",0.569311315879512,0.081491108029277,0.407086793058458,0.513780482715477,0.570640695611731,0.625639820787148,0.724580896752127,1.00000224199004,3e+05,0,1,"p",0.143139800239845,7,5
"p74",0.597627302707945,0.0758294325002976,0.445391176605189,0.546581815124862,0.599256759462377,0.65048255053388,0.740883234553856,1.00000585940875,3e+05,0,1,"p",0.126884150300199,8,5
"p84",0.620173319047889,0.0708894242756412,0.476317669577757,0.572810508442176,0.622022710833553,0.669438162793789,0.753441744443031,1.00000375665128,269474,0,1,"p",0.114305827255634,9,5
"p94",0.618739571957661,0.0673489923960264,0.483273283203672,0.573608032914518,0.620313765046746,0.665441563506072,0.745771036827194,1.00000010722703,3e+05,0,1,"p",0.108848690868337,10,5
