"","segment","month","year","sim","state"
"1064","4","6","5","1",2
"1065","5","6","5","1",2
"1066","6","6","5","1",2
"1067","7","6","5","1",2
"1068","8","6","5","1",2
"1069","9","6","5","1",1
"1070","10","6","5","1",2
"1071","11","6","5","1",2
"1072","12","6","5","1",2
"1073","13","6","5","1",2
"1074","14","6","5","1",2
"1075","15","6","5","1",2
"1076","16","6","5","1",2
"1077","17","6","5","1",1
"1078","18","6","5","1",2
"1079","19","6","5","1",2
"1080","20","6","5","1",1
"1081","1","7","5","1",2
"1082","2","7","5","1",2
"1083","3","7","5","1",2
"1084","4","7","5","1",2
"1085","5","7","5","1",2
"1086","6","7","5","1",2
"1087","7","7","5","1",1
"1088","8","7","5","1",2
"1089","9","7","5","1",1
"1090","10","7","5","1",2
"1091","11","7","5","1",2
"1092","12","7","5","1",2
"1093","13","7","5","1",2
"1094","14","7","5","1",1
"1095","15","7","5","1",2
"1096","16","7","5","1",2
"1097","17","7","5","1",2
"1098","18","7","5","1",2
"1099","19","7","5","1",2
"1100","20","7","5","1",1
"1101","1","8","5","1",2
"1102","2","8","5","1",2
"1103","3","8","5","1",2
"1104","4","8","5","1",2
"1105","5","8","5","1",2
"1106","6","8","5","1",1
"1107","7","8","5","1",2
"1108","8","8","5","1",2
"1109","9","8","5","1",1
"1110","10","8","5","1",2
"1111","11","8","5","1",2
"1112","12","8","5","1",2
"1113","13","8","5","1",2
"1114","14","8","5","1",2
"1115","15","8","5","1",2
"1116","16","8","5","1",2
"1117","17","8","5","1",1
"1118","18","8","5","1",2
"1119","19","8","5","1",2
"1120","20","8","5","1",2
"1121","1","9","5","1",2
"1122","2","9","5","1",2
"1123","3","9","5","1",2
"1124","4","9","5","1",2
"1125","5","9","5","1",2
"1126","6","9","5","1",1
"1127","7","9","5","1",1
"1128","8","9","5","1",2
"1129","9","9","5","1",1
"1130","10","9","5","1",2
"1131","11","9","5","1",2
"1132","12","9","5","1",2
"1133","13","9","5","1",2
"1134","14","9","5","1",1
"1135","15","9","5","1",2
"1136","16","9","5","1",2
"1137","17","9","5","1",1
"1138","18","9","5","1",2
"1139","19","9","5","1",2
"1140","20","9","5","1",2
"1141","1","10","5","1",2
"1142","2","10","5","1",2
"1143","3","10","5","1",2
"1144","4","10","5","1",2
"1145","5","10","5","1",2
"1146","6","10","5","1",2
"1147","7","10","5","1",1
"1148","8","10","5","1",2
"1149","9","10","5","1",2
"1150","10","10","5","1",2
"1151","11","10","5","1",2
"1152","12","10","5","1",2
"1153","13","10","5","1",2
"1154","14","10","5","1",1
"1155","15","10","5","1",2
"1156","16","10","5","1",2
"1157","17","10","5","1",1
"1158","18","10","5","1",2
"1159","19","10","5","1",2
"1160","20","10","5","1",1
"1161","1","11","5","1",2
"1162","2","11","5","1",2
"1163","3","11","5","1",2
"1164","4","11","5","1",2
"1165","5","11","5","1",2
"1166","6","11","5","1",1
"1167","7","11","5","1",1
"1168","8","11","5","1",2
"1169","9","11","5","1",2
"1170","10","11","5","1",2
"1171","11","11","5","1",2
"1172","12","11","5","1",2
"1173","13","11","5","1",2
"1174","14","11","5","1",2
"1175","15","11","5","1",2
"1176","16","11","5","1",2
"1177","17","11","5","1",1
"1178","18","11","5","1",2
"1179","19","11","5","1",2
"1180","20","11","5","1",1
"1181","1","12","5","1",2
"1182","2","12","5","1",2
"1183","3","12","5","1",2
"1184","4","12","5","1",2
"1185","5","12","5","1",2
"1186","6","12","5","1",2
"1187","7","12","5","1",1
"1188","8","12","5","1",2
"1189","9","12","5","1",2
"1190","10","12","5","1",2
"1191","11","12","5","1",2
"1192","12","12","5","1",2
"1193","13","12","5","1",2
"1194","14","12","5","1",1
"1195","15","12","5","1",2
"1196","16","12","5","1",2
"1197","17","12","5","1",2
"1198","18","12","5","1",2
"1199","19","12","5","1",2
"1200","20","12","5","1",1
"1201","1","1","6","1",2
"1202","2","1","6","1",2
"1203","3","1","6","1",2
"1204","4","1","6","1",2
"1205","5","1","6","1",2
"1206","6","1","6","1",2
"1207","7","1","6","1",2
"1208","8","1","6","1",2
"1209","9","1","6","1",2
"1210","10","1","6","1",2
"1211","11","1","6","1",1
"1212","12","1","6","1",1
"1213","13","1","6","1",2
"1214","14","1","6","1",1
"1215","15","1","6","1",1
"1216","16","1","6","1",1
"1217","17","1","6","1",2
"1218","18","1","6","1",2
"1219","19","1","6","1",2
"1220","20","1","6","1",1
"1221","1","2","6","1",2
"1222","2","2","6","1",2
"1223","3","2","6","1",2
"1224","4","2","6","1",2
"1225","5","2","6","1",2
"1226","6","2","6","1",2
"1227","7","2","6","1",2
"1228","8","2","6","1",2
"1229","9","2","6","1",2
"1230","10","2","6","1",2
"1231","11","2","6","1",1
"1232","12","2","6","1",1
"1233","13","2","6","1",2
"1234","14","2","6","1",1
"1235","15","2","6","1",1
"1236","16","2","6","1",1
"1237","17","2","6","1",2
"1238","18","2","6","1",2
"1239","19","2","6","1",2
"1240","20","2","6","1",2
"1241","1","3","6","1",2
"1242","2","3","6","1",2
"1243","3","3","6","1",2
"1244","4","3","6","1",2
"1245","5","3","6","1",2
"1246","6","3","6","1",2
"1247","7","3","6","1",2
"1248","8","3","6","1",2
"1249","9","3","6","1",2
"1250","10","3","6","1",2
"1251","11","3","6","1",1
"1252","12","3","6","1",2
"1253","13","3","6","1",1
"1254","14","3","6","1",2
"1255","15","3","6","1",2
"1256","16","3","6","1",1
"1257","17","3","6","1",2
"1258","18","3","6","1",2
"1259","19","3","6","1",2
"1260","20","3","6","1",2
"1261","1","4","6","1",2
"1262","2","4","6","1",2
"1263","3","4","6","1",2
"1264","4","4","6","1",2
"1265","5","4","6","1",2
"1266","6","4","6","1",2
"1267","7","4","6","1",2
"1268","8","4","6","1",2
"1269","9","4","6","1",2
"1270","10","4","6","1",2
"1271","11","4","6","1",2
"1272","12","4","6","1",2
"1273","13","4","6","1",2
"1274","14","4","6","1",2
"1275","15","4","6","1",1
"1276","16","4","6","1",1
"1277","17","4","6","1",2
"1278","18","4","6","1",2
"1279","19","4","6","1",2
"1280","20","4","6","1",2
"1281","1","5","6","1",2
"1282","2","5","6","1",2
"1283","3","5","6","1",2
"1284","4","5","6","1",2
"1285","5","5","6","1",2
"1286","6","5","6","1",2
"1287","7","5","6","1",2
"1288","8","5","6","1",2
"1289","9","5","6","1",2
"1290","10","5","6","1",2
"1291","11","5","6","1",2
"1292","12","5","6","1",2
"1293","13","5","6","1",2
"1294","14","5","6","1",2
"1295","15","5","6","1",2
"1296","16","5","6","1",2
"1297","17","5","6","1",2
"1298","18","5","6","1",2
"1299","19","5","6","1",2
"1300","20","5","6","1",2
"1301","1","6","6","1",2
"1302","2","6","6","1",2
"1303","3","6","6","1",2
"1304","4","6","6","1",2
"1305","5","6","6","1",2
"1306","6","6","6","1",2
"1307","7","6","6","1",2
"1308","8","6","6","1",2
"1309","9","6","6","1",2
"1310","10","6","6","1",2
"1311","11","6","6","1",1
"1312","12","6","6","1",2
"1313","13","6","6","1",2
"1314","14","6","6","1",2
"1315","15","6","6","1",1
"1316","16","6","6","1",2
"1317","17","6","6","1",2
"1318","18","6","6","1",2
"1319","19","6","6","1",2
"1320","20","6","6","1",2
"1321","1","7","6","1",2
"1322","2","7","6","1",2
"1323","3","7","6","1",2
"1324","4","7","6","1",2
"1325","5","7","6","1",2
"1326","6","7","6","1",2
"1327","7","7","6","1",2
"1328","8","7","6","1",2
"1329","9","7","6","1",2
"1330","10","7","6","1",2
"1331","11","7","6","1",1
"1332","12","7","6","1",1
"1333","13","7","6","1",1
"1334","14","7","6","1",2
"1335","15","7","6","1",1
"1336","16","7","6","1",1
"1337","17","7","6","1",2
"1338","18","7","6","1",2
"1339","19","7","6","1",2
"1340","20","7","6","1",2
"1341","1","8","6","1",2
"1342","2","8","6","1",2
"1343","3","8","6","1",2
"1344","4","8","6","1",2
"1345","5","8","6","1",2
"1346","6","8","6","1",2
"1347","7","8","6","1",2
"1348","8","8","6","1",2
"1349","9","8","6","1",2
"1350","10","8","6","1",2
"1351","11","8","6","1",2
"1352","12","8","6","1",1
"1353","13","8","6","1",2
"1354","14","8","6","1",2
"1355","15","8","6","1",1
"1356","16","8","6","1",1
"1357","17","8","6","1",2
"1358","18","8","6","1",2
"1359","19","8","6","1",2
"1360","20","8","6","1",2
"1361","1","9","6","1",2
"1362","2","9","6","1",2
"1363","3","9","6","1",2
"1364","4","9","6","1",2
"1365","5","9","6","1",2
"1366","6","9","6","1",2
"1367","7","9","6","1",2
"1368","8","9","6","1",2
"1369","9","9","6","1",2
"1370","10","9","6","1",2
"1371","11","9","6","1",2
"1372","12","9","6","1",1
"1373","13","9","6","1",1
"1374","14","9","6","1",2
"1375","15","9","6","1",1
"1376","16","9","6","1",1
"1377","17","9","6","1",2
"1378","18","9","6","1",2
"1379","19","9","6","1",2
"1380","20","9","6","1",2
"1381","1","10","6","1",2
"1382","2","10","6","1",2
"1383","3","10","6","1",2
"1384","4","10","6","1",2
"1385","5","10","6","1",2
"1386","6","10","6","1",2
"1387","7","10","6","1",2
"1388","8","10","6","1",2
"1389","9","10","6","1",2
"1390","10","10","6","1",2
"1391","11","10","6","1",1
"1392","12","10","6","1",2
"1393","13","10","6","1",2
"1394","14","10","6","1",2
"1395","15","10","6","1",1
"1396","16","10","6","1",2
"1397","17","10","6","1",2
"1398","18","10","6","1",2
"1399","19","10","6","1",2
"1400","20","10","6","1",2
"1401","1","11","6","1",2
"1402","2","11","6","1",2
"1403","3","11","6","1",2
"1404","4","11","6","1",2
"1405","5","11","6","1",2
"1406","6","11","6","1",2
"1407","7","11","6","1",2
"1408","8","11","6","1",2
"1409","9","11","6","1",2
"1410","10","11","6","1",2
"1411","11","11","6","1",1
"1412","12","11","6","1",1
"1413","13","11","6","1",2
"1414","14","11","6","1",2
"1415","15","11","6","1",1
"1416","16","11","6","1",2
"1417","17","11","6","1",2
"1418","18","11","6","1",2
"1419","19","11","6","1",2
"1420","20","11","6","1",2
"1421","1","12","6","1",2
"1422","2","12","6","1",2
"1423","3","12","6","1",2
"1424","4","12","6","1",2
"1425","5","12","6","1",2
"1426","6","12","6","1",2
"1427","7","12","6","1",2
"1428","8","12","6","1",2
"1429","9","12","6","1",2
"1430","10","12","6","1",2
"1431","11","12","6","1",1
"1432","12","12","6","1",1
"1433","13","12","6","1",1
"1434","14","12","6","1",2
"1435","15","12","6","1",1
"1436","16","12","6","1",2
"1437","17","12","6","1",2
"1438","18","12","6","1",2
"1439","19","12","6","1",2
"1440","20","12","6","1",2
"1441","1","1","7","1",2
"1442","2","1","7","1",2
"1443","3","1","7","1",2
"1444","4","1","7","1",2
"1445","5","1","7","1",2
"1446","6","1","7","1",2
"1447","7","1","7","1",2
"1448","8","1","7","1",2
"1449","9","1","7","1",2
"1450","10","1","7","1",1
"1451","11","1","7","1",1
"1452","12","1","7","1",1
"1453","13","1","7","1",1
"1454","14","1","7","1",2
"1455","15","1","7","1",1
"1456","16","1","7","1",2
"1457","17","1","7","1",1
"1458","18","1","7","1",1
"1459","19","1","7","1",1
"1460","20","1","7","1",2
"1461","1","2","7","1",2
"1462","2","2","7","1",2
"1463","3","2","7","1",2
"1464","4","2","7","1",2
"1465","5","2","7","1",2
"1466","6","2","7","1",2
"1467","7","2","7","1",2
"1468","8","2","7","1",2
"1469","9","2","7","1",2
"1470","10","2","7","1",1
"1471","11","2","7","1",1
"1472","12","2","7","1",1
"1473","13","2","7","1",2
"1474","14","2","7","1",2
"1475","15","2","7","1",1
"1476","16","2","7","1",2
"1477","17","2","7","1",1
"1478","18","2","7","1",2
"1479","19","2","7","1",1
"1480","20","2","7","1",1
"1481","1","3","7","1",2
"1482","2","3","7","1",2
"1483","3","3","7","1",2
"1484","4","3","7","1",2
"1485","5","3","7","1",2
"1486","6","3","7","1",2
"1487","7","3","7","1",2
"1488","8","3","7","1",2
"1489","9","3","7","1",2
"1490","10","3","7","1",1
"1491","11","3","7","1",1
"1492","12","3","7","1",1
"1493","13","3","7","1",2
"1494","14","3","7","1",2
"1495","15","3","7","1",1
"1496","16","3","7","1",2
"1497","17","3","7","1",2
"1498","18","3","7","1",2
"1499","19","3","7","1",1
"1500","20","3","7","1",1
"1501","1","4","7","1",2
"1502","2","4","7","1",2
"1503","3","4","7","1",2
"1504","4","4","7","1",2
"1505","5","4","7","1",2
"1506","6","4","7","1",2
"1507","7","4","7","1",2
"1508","8","4","7","1",2
"1509","9","4","7","1",2
"1510","10","4","7","1",2
"1511","11","4","7","1",1
"1512","12","4","7","1",1
"1513","13","4","7","1",2
"1514","14","4","7","1",2
"1515","15","4","7","1",1
"1516","16","4","7","1",2
"1517","17","4","7","1",1
"1518","18","4","7","1",1
"1519","19","4","7","1",1
"1520","20","4","7","1",1
"1521","1","5","7","1",2
"1522","2","5","7","1",2
"1523","3","5","7","1",2
"1524","4","5","7","1",2
"1525","5","5","7","1",2
"1526","6","5","7","1",2
"1527","7","5","7","1",2
"1528","8","5","7","1",2
"1529","9","5","7","1",2
"1530","10","5","7","1",2
"1531","11","5","7","1",2
"1532","12","5","7","1",1
"1533","13","5","7","1",2
"1534","14","5","7","1",2
"1535","15","5","7","1",2
"1536","16","5","7","1",2
"1537","17","5","7","1",1
"1538","18","5","7","1",1
"1539","19","5","7","1",2
"1540","20","5","7","1",1
"1541","1","6","7","1",2
"1542","2","6","7","1",2
"1543","3","6","7","1",2
"1544","4","6","7","1",2
"1545","5","6","7","1",2
"1546","6","6","7","1",2
"1547","7","6","7","1",2
"1548","8","6","7","1",2
"1549","9","6","7","1",2
"1550","10","6","7","1",2
"1551","11","6","7","1",2
"1552","12","6","7","1",1
"1553","13","6","7","1",2
"1554","14","6","7","1",2
"1555","15","6","7","1",2
"1556","16","6","7","1",2
"1557","17","6","7","1",1
"1558","18","6","7","1",1
"1559","19","6","7","1",2
"1560","20","6","7","1",1
"1561","1","7","7","1",2
"1562","2","7","7","1",2
"1563","3","7","7","1",2
"1564","4","7","7","1",2
"1565","5","7","7","1",2
"1566","6","7","7","1",2
"1567","7","7","7","1",2
"1568","8","7","7","1",2
"1569","9","7","7","1",2
"1570","10","7","7","1",2
"1571","11","7","7","1",2
"1572","12","7","7","1",1
"1573","13","7","7","1",2
"1574","14","7","7","1",2
"1575","15","7","7","1",2
"1576","16","7","7","1",2
"1577","17","7","7","1",1
"1578","18","7","7","1",2
"1579","19","7","7","1",1
"1580","20","7","7","1",1
"1581","1","8","7","1",2
"1582","2","8","7","1",2
"1583","3","8","7","1",2
"1584","4","8","7","1",2
"1585","5","8","7","1",2
"1586","6","8","7","1",2
"1587","7","8","7","1",2
"1588","8","8","7","1",2
"1589","9","8","7","1",2
"1590","10","8","7","1",2
"1591","11","8","7","1",2
"1592","12","8","7","1",2
"1593","13","8","7","1",2
"1594","14","8","7","1",2
"1595","15","8","7","1",2
"1596","16","8","7","1",2
"1597","17","8","7","1",1
"1598","18","8","7","1",2
"1599","19","8","7","1",1
"1600","20","8","7","1",1
"1601","1","9","7","1",2
"1602","2","9","7","1",2
"1603","3","9","7","1",2
"1604","4","9","7","1",2
"1605","5","9","7","1",2
"1606","6","9","7","1",2
"1607","7","9","7","1",2
"1608","8","9","7","1",2
"1609","9","9","7","1",2
"1610","10","9","7","1",2
"1611","11","9","7","1",2
"1612","12","9","7","1",2
"1613","13","9","7","1",2
"1614","14","9","7","1",2
"1615","15","9","7","1",2
"1616","16","9","7","1",2
"1617","17","9","7","1",2
"1618","18","9","7","1",2
"1619","19","9","7","1",1
"1620","20","9","7","1",1
"1621","1","10","7","1",2
"1622","2","10","7","1",2
"1623","3","10","7","1",2
"1624","4","10","7","1",2
"1625","5","10","7","1",2
"1626","6","10","7","1",2
"1627","7","10","7","1",2
"1628","8","10","7","1",2
"1629","9","10","7","1",2
"1630","10","10","7","1",1
"1631","11","10","7","1",2
"1632","12","10","7","1",2
"1633","13","10","7","1",2
"1634","14","10","7","1",2
"1635","15","10","7","1",2
"1636","16","10","7","1",2
"1637","17","10","7","1",1
"1638","18","10","7","1",2
"1639","19","10","7","1",1
"1640","20","10","7","1",1
"1641","1","11","7","1",2
"1642","2","11","7","1",2
"1643","3","11","7","1",2
"1644","4","11","7","1",2
"1645","5","11","7","1",2
"1646","6","11","7","1",2
"1647","7","11","7","1",2
"1648","8","11","7","1",2
"1649","9","11","7","1",2
"1650","10","11","7","1",2
"1651","11","11","7","1",2
"1652","12","11","7","1",2
"1653","13","11","7","1",2
"1654","14","11","7","1",2
"1655","15","11","7","1",2
"1656","16","11","7","1",2
"1657","17","11","7","1",1
"1658","18","11","7","1",1
"1659","19","11","7","1",1
"1660","20","11","7","1",1
"1661","1","12","7","1",2
"1662","2","12","7","1",2
"1663","3","12","7","1",2
"1664","4","12","7","1",2
"1665","5","12","7","1",2
"1666","6","12","7","1",2
"1667","7","12","7","1",2
"1668","8","12","7","1",2
"1669","9","12","7","1",2
"1670","10","12","7","1",1
"1671","11","12","7","1",2
"1672","12","12","7","1",2
"1673","13","12","7","1",2
"1674","14","12","7","1",2
"1675","15","12","7","1",2
"1676","16","12","7","1",2
"1677","17","12","7","1",2
"1678","18","12","7","1",2
"1679","19","12","7","1",1
"1680","20","12","7","1",2
"1681","1","1","8","1",2
"1682","2","1","8","1",2
"1683","3","1","8","1",2
"1684","4","1","8","1",2
"1685","5","1","8","1",2
"1686","6","1","8","1",1
"1687","7","1","8","1",2
"1688","8","1","8","1",1
"1689","9","1","8","1",1
"1690","10","1","8","1",2
"1691","11","1","8","1",2
"1692","12","1","8","1",2
"1693","13","1","8","1",2
"1694","14","1","8","1",1
"1695","15","1","8","1",2
"1696","16","1","8","1",2
"1697","17","1","8","1",2
"1698","18","1","8","1",2
"1699","19","1","8","1",1
"1700","20","1","8","1",2
"1701","1","2","8","1",2
"1702","2","2","8","1",2
"1703","3","2","8","1",2
"1704","4","2","8","1",2
"1705","5","2","8","1",2
"1706","6","2","8","1",1
"1707","7","2","8","1",2
"1708","8","2","8","1",1
"1709","9","2","8","1",1
"1710","10","2","8","1",2
"1711","11","2","8","1",2
"1712","12","2","8","1",2
"1713","13","2","8","1",2
"1714","14","2","8","1",1
"1715","15","2","8","1",2
"1716","16","2","8","1",2
"1717","17","2","8","1",2
"1718","18","2","8","1",2
"1719","19","2","8","1",2
"1720","20","2","8","1",2
"1721","1","3","8","1",2
"1722","2","3","8","1",2
"1723","3","3","8","1",2
"1724","4","3","8","1",2
"1725","5","3","8","1",2
"1726","6","3","8","1",1
"1727","7","3","8","1",2
"1728","8","3","8","1",2
"1729","9","3","8","1",1
"1730","10","3","8","1",2
"1731","11","3","8","1",2
"1732","12","3","8","1",2
"1733","13","3","8","1",2
"1734","14","3","8","1",1
"1735","15","3","8","1",2
"1736","16","3","8","1",2
"1737","17","3","8","1",2
"1738","18","3","8","1",2
"1739","19","3","8","1",2
"1740","20","3","8","1",2
"1741","1","4","8","1",2
"1742","2","4","8","1",2
"1743","3","4","8","1",2
"1744","4","4","8","1",2
"1745","5","4","8","1",2
"1746","6","4","8","1",2
"1747","7","4","8","1",1
"1748","8","4","8","1",1
"1749","9","4","8","1",1
"1750","10","4","8","1",2
"1751","11","4","8","1",2
"1752","12","4","8","1",2
"1753","13","4","8","1",2
"1754","14","4","8","1",1
"1755","15","4","8","1",2
"1756","16","4","8","1",2
"1757","17","4","8","1",2
"1758","18","4","8","1",2
"1759","19","4","8","1",2
"1760","20","4","8","1",2
"1761","1","5","8","1",2
"1762","2","5","8","1",2
"1763","3","5","8","1",2
"1764","4","5","8","1",2
"1765","5","5","8","1",2
"1766","6","5","8","1",2
"1767","7","5","8","1",2
"1768","8","5","8","1",2
"1769","9","5","8","1",1
"1770","10","5","8","1",2
"1771","11","5","8","1",2
"1772","12","5","8","1",2
"1773","13","5","8","1",2
"1774","14","5","8","1",1
"1775","15","5","8","1",2
"1776","16","5","8","1",2
"1777","17","5","8","1",2
"1778","18","5","8","1",2
"1779","19","5","8","1",2
"1780","20","5","8","1",2
"1781","1","6","8","1",2
"1782","2","6","8","1",2
"1783","3","6","8","1",2
"1784","4","6","8","1",2
"1785","5","6","8","1",2
"1786","6","6","8","1",1
"1787","7","6","8","1",1
"1788","8","6","8","1",2
"1789","9","6","8","1",1
"1790","10","6","8","1",2
"1791","11","6","8","1",2
"1792","12","6","8","1",2
"1793","13","6","8","1",2
"1794","14","6","8","1",1
"1795","15","6","8","1",2
"1796","16","6","8","1",2
"1797","17","6","8","1",2
"1798","18","6","8","1",2
"1799","19","6","8","1",2
"1800","20","6","8","1",2
"1801","1","7","8","1",2
"1802","2","7","8","1",2
"1803","3","7","8","1",2
"1804","4","7","8","1",2
"1805","5","7","8","1",2
"1806","6","7","8","1",2
"1807","7","7","8","1",1
"1808","8","7","8","1",2
"1809","9","7","8","1",2
"1810","10","7","8","1",2
"1811","11","7","8","1",2
"1812","12","7","8","1",2
"1813","13","7","8","1",2
"1814","14","7","8","1",2
"1815","15","7","8","1",2
"1816","16","7","8","1",2
"1817","17","7","8","1",2
"1818","18","7","8","1",2
"1819","19","7","8","1",2
"1820","20","7","8","1",2
"1821","1","8","8","1",2
"1822","2","8","8","1",2
"1823","3","8","8","1",2
"1824","4","8","8","1",2
"1825","5","8","8","1",2
"1826","6","8","8","1",2
"1827","7","8","8","1",2
"1828","8","8","8","1",2
"1829","9","8","8","1",2
"1830","10","8","8","1",2
"1831","11","8","8","1",2
"1832","12","8","8","1",2
"1833","13","8","8","1",2
"1834","14","8","8","1",2
"1835","15","8","8","1",2
"1836","16","8","8","1",2
"1837","17","8","8","1",2
"1838","18","8","8","1",2
"1839","19","8","8","1",2
"1840","20","8","8","1",2
"1841","1","9","8","1",2
"1842","2","9","8","1",2
"1843","3","9","8","1",2
"1844","4","9","8","1",2
"1845","5","9","8","1",2
"1846","6","9","8","1",2
"1847","7","9","8","1",1
"1848","8","9","8","1",1
"1849","9","9","8","1",1
"1850","10","9","8","1",2
"1851","11","9","8","1",2
"1852","12","9","8","1",2
"1853","13","9","8","1",2
"1854","14","9","8","1",1
"1855","15","9","8","1",2
"1856","16","9","8","1",2
"1857","17","9","8","1",2
"1858","18","9","8","1",2
"1859","19","9","8","1",2
"1860","20","9","8","1",2
"1861","1","10","8","1",2
"1862","2","10","8","1",2
"1863","3","10","8","1",2
"1864","4","10","8","1",2
"1865","5","10","8","1",2
"1866","6","10","8","1",2
"1867","7","10","8","1",1
"1868","8","10","8","1",1
"1869","9","10","8","1",1
"1870","10","10","8","1",2
"1871","11","10","8","1",2
"1872","12","10","8","1",2
"1873","13","10","8","1",2
"1874","14","10","8","1",2
"1875","15","10","8","1",2
"1876","16","10","8","1",2
"1877","17","10","8","1",2
"1878","18","10","8","1",2
"1879","19","10","8","1",2
"1880","20","10","8","1",2
"1881","1","11","8","1",2
"1882","2","11","8","1",2
"1883","3","11","8","1",2
"1884","4","11","8","1",2
"1885","5","11","8","1",2
"1886","6","11","8","1",2
"1887","7","11","8","1",1
"1888","8","11","8","1",2
"1889","9","11","8","1",1
"1890","10","11","8","1",2
"1891","11","11","8","1",2
"1892","12","11","8","1",2
"1893","13","11","8","1",2
"1894","14","11","8","1",2
"1895","15","11","8","1",2
"1896","16","11","8","1",2
"1897","17","11","8","1",2
"1898","18","11","8","1",2
"1899","19","11","8","1",2
"1900","20","11","8","1",2
"1901","1","12","8","1",2
"1902","2","12","8","1",2
"1903","3","12","8","1",2
"1904","4","12","8","1",2
"1905","5","12","8","1",2
"1906","6","12","8","1",1
"1907","7","12","8","1",1
"1908","8","12","8","1",2
"1909","9","12","8","1",1
"1910","10","12","8","1",2
"1911","11","12","8","1",2
"1912","12","12","8","1",2
"1913","13","12","8","1",2
"1914","14","12","8","1",1
"1915","15","12","8","1",2
"1916","16","12","8","1",2
"1917","17","12","8","1",2
"1918","18","12","8","1",2
"1919","19","12","8","1",2
"1920","20","12","8","1",2
"1921","1","1","9","1",2
"1922","2","1","9","1",2
"1923","3","1","9","1",2
"1924","4","1","9","1",2
"1925","5","1","9","1",2
"1926","6","1","9","1",1
"1927","7","1","9","1",2
"1928","8","1","9","1",2
"1929","9","1","9","1",1
"1930","10","1","9","1",2
"1931","11","1","9","1",2
"1932","12","1","9","1",2
"1933","13","1","9","1",1
"1934","14","1","9","1",2
"1935","15","1","9","1",1
"1936","16","1","9","1",1
"1937","17","1","9","1",1
"1938","18","1","9","1",2
"1939","19","1","9","1",2
"1940","20","1","9","1",2
"1941","1","2","9","1",2
"1942","2","2","9","1",2
"1943","3","2","9","1",2
"1944","4","2","9","1",2
"1945","5","2","9","1",2
"1946","6","2","9","1",1
"1947","7","2","9","1",2
"1948","8","2","9","1",2
"1949","9","2","9","1",2
"1950","10","2","9","1",2
"1951","11","2","9","1",2
"1952","12","2","9","1",2
"1953","13","2","9","1",1
"1954","14","2","9","1",2
"1955","15","2","9","1",1
"1956","16","2","9","1",1
"1957","17","2","9","1",2
"1958","18","2","9","1",2
"1959","19","2","9","1",2
"1960","20","2","9","1",2
"1961","1","3","9","1",2
"1962","2","3","9","1",2
"1963","3","3","9","1",2
"1964","4","3","9","1",2
"1965","5","3","9","1",2
"1966","6","3","9","1",1
"1967","7","3","9","1",2
"1968","8","3","9","1",2
"1969","9","3","9","1",2
"1970","10","3","9","1",2
"1971","11","3","9","1",2
"1972","12","3","9","1",1
"1973","13","3","9","1",1
"1974","14","3","9","1",2
"1975","15","3","9","1",2
"1976","16","3","9","1",2
"1977","17","3","9","1",2
"1978","18","3","9","1",2
"1979","19","3","9","1",2
"1980","20","3","9","1",2
"1981","1","4","9","1",2
"1982","2","4","9","1",2
"1983","3","4","9","1",2
"1984","4","4","9","1",2
"1985","5","4","9","1",2
"1986","6","4","9","1",1
"1987","7","4","9","1",2
"1988","8","4","9","1",2
"1989","9","4","9","1",2
"1990","10","4","9","1",2
"1991","11","4","9","1",2
"1992","12","4","9","1",1
"1993","13","4","9","1",1
"1994","14","4","9","1",2
"1995","15","4","9","1",1
"1996","16","4","9","1",1
"1997","17","4","9","1",1
"1998","18","4","9","1",2
"1999","19","4","9","1",2
"2000","20","4","9","1",2
"2001","1","5","9","1",2
"2002","2","5","9","1",2
"2003","3","5","9","1",2
"2004","4","5","9","1",2
"2005","5","5","9","1",2
"2006","6","5","9","1",1
"2007","7","5","9","1",2
"2008","8","5","9","1",2
"2009","9","5","9","1",2
"2010","10","5","9","1",2
"2011","11","5","9","1",2
"2012","12","5","9","1",1
"2013","13","5","9","1",2
"2014","14","5","9","1",2
"2015","15","5","9","1",1
"2016","16","5","9","1",1
"2017","17","5","9","1",1
"2018","18","5","9","1",2
"2019","19","5","9","1",2
"2020","20","5","9","1",2
"2021","1","6","9","1",2
"2022","2","6","9","1",2
"2023","3","6","9","1",2
"2024","4","6","9","1",2
"2025","5","6","9","1",2
"2026","6","6","9","1",1
"2027","7","6","9","1",2
"2028","8","6","9","1",2
"2029","9","6","9","1",2
"2030","10","6","9","1",2
"2031","11","6","9","1",2
"2032","12","6","9","1",1
"2033","13","6","9","1",1
"2034","14","6","9","1",2
"2035","15","6","9","1",1
"2036","16","6","9","1",1
"2037","17","6","9","1",2
"2038","18","6","9","1",2
"2039","19","6","9","1",2
"2040","20","6","9","1",2
"2041","1","7","9","1",2
"2042","2","7","9","1",2
"2043","3","7","9","1",2
"2044","4","7","9","1",2
"2045","5","7","9","1",2
"2046","6","7","9","1",2
"2047","7","7","9","1",2
"2048","8","7","9","1",2
"2049","9","7","9","1",2
"2050","10","7","9","1",2
"2051","11","7","9","1",2
"2052","12","7","9","1",1
"2053","13","7","9","1",2
"2054","14","7","9","1",2
"2055","15","7","9","1",1
"2056","16","7","9","1",1
"2057","17","7","9","1",2
"2058","18","7","9","1",2
"2059","19","7","9","1",2
"2060","20","7","9","1",2
"2061","1","8","9","1",2
