"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma0",0.0625893518356175,0.998501739663267,-1.89686045643621,-0.613556530026098,0.0635732675679153,0.737284780862416,2.01541273304511,1.00035439684551,7609,1,0.525646666666667,"gamma0",1,1
"gamma01",0.0697256189138119,1.00016166162984,-1.89899632259238,-0.604042790395112,0.0730045034344347,0.745002528740393,2.0295797883775,1.00000988520803,137264,1,0.529233333333333,"gamma0",2,1
"gamma02",0.0856383423890891,0.99592922666006,-1.86143185413019,-0.587452389218321,0.0832347173584033,0.758589883398094,2.04212124162598,1.0000390689229,45435,1,0.53353,"gamma0",3,1
"gamma03",0.0921705282942602,1.0028836281887,-1.86900848861735,-0.585941476131932,0.0896615327092383,0.768875534467878,2.06038202702724,1.00000505807358,3e+05,1,0.535263333333333,"gamma0",4,1
"gamma04",0.105541732446481,0.995918164988381,-1.83840080553827,-0.57003241007093,0.105106868489783,0.774314021534558,2.06449342902154,1.00002615901324,89302,1,0.542066666666667,"gamma0",5,1
"gamma05",0.1067219426321,0.995453692605467,-1.84033987671859,-0.567694692739265,0.107318005348708,0.777229431538487,2.05975276511455,1.00001010345552,254529,1,0.542933333333333,"gamma0",6,1
"gamma06",0.114539327676657,1.00144352292261,-1.85257741670616,-0.559548026397344,0.115108516054659,0.791179776592322,2.08205386272159,1.00008256699948,30112,1,0.545726666666667,"gamma0",7,1
"gamma07",0.112941908951316,1.00264998594752,-1.84717541254887,-0.563533296352195,0.112011768940931,0.790842492593436,2.07771003815921,1.00001542986463,124700,1,0.544453333333333,"gamma0",8,1
"gamma08",0.107090654645583,0.998048402759025,-1.8579909079836,-0.56561754591569,0.107345271814729,0.781456565777128,2.05955917190174,1.00011575502243,16849,1,0.543456666666667,"gamma0",9,1
"gamma09",0.10671253594383,1.0027153736896,-1.84952773023313,-0.571903015942091,0.105333069766769,0.785229556717008,2.06953891956468,1.00005220632478,43475,1,0.541496666666667,"gamma0",10,1
"gamma010",-0.0368428001882176,1.00027961878808,-1.98820453955638,-0.713322106432978,-0.0375628920655087,0.641470348339763,1.92295826761631,1.00017133068195,11750,1,0.515023333333333,"gamma0",1,2
"gamma011",0.631230076501123,0.904609998750728,-1.11432669899475,0.0162938705785318,0.626844209089998,1.23426263451715,2.4254054161053,1.00012283662089,19091,1,0.755723333333333,"gamma0",2,2
"gamma021",0.658115647884609,1.05681896636914,-1.4010544816691,-0.0592343422581371,0.657117530787376,1.372184031544,2.72765348151851,1.00029175014144,12112,1,0.73139,"gamma0",3,2
"gamma031",0.782017023417622,0.952322069140946,-1.07579402886129,0.137768340428746,0.777288720602245,1.42695714934419,2.65681277938042,1.00020758570828,11723,1,0.793973333333333,"gamma0",4,2
"gamma041",0.83685085277819,1.01151330840429,-1.14004503996253,0.153507871490292,0.835282648439767,1.51806071197418,2.82809453885213,1.00012688294101,15181,1,0.795076666666667,"gamma0",5,2
"gamma051",0.862773538353645,0.994356403339146,-1.09896538439482,0.196210099349539,0.865716480368218,1.53616426562444,2.80498833054347,1.00078595811176,3143,1,0.807263333333333,"gamma0",6,2
"gamma061",0.918728400205414,0.992238453559629,-1.0116516435985,0.248178956414716,0.916232108223952,1.58212694056089,2.88424404509491,1.00005482575486,35471,1,0.822553333333333,"gamma0",7,2
"gamma071",0.933593155037321,0.997103560116715,-1.01742812040103,0.259764184956487,0.931939865610258,1.60804615246229,2.88510588109418,1.0000315215484,56438,1,0.82529,"gamma0",8,2
"gamma081",0.990151542223291,0.988819618280209,-0.940893099405607,0.321615768706007,0.986782916972233,1.65724412534528,2.92964631085202,1.00000407229769,3e+05,1,0.841776666666667,"gamma0",9,2
"gamma091",0.694191656557901,1.05673790559446,-1.35850456088651,-0.022091583918355,0.690814516591442,1.40975006132134,2.76770355925589,1.00175113112477,1155,1,0.74339,"gamma0",10,2
"gamma012",-0.0227857492631394,1.00849760406436,-1.99802747408375,-0.702069795959186,-0.0231008336081966,0.652835728502785,1.96262776780429,1.00207986443551,967,1,0.509326666666667,"gamma0",1,3
"gamma013",-0.020287967850717,0.95143606618212,-1.85890087334768,-0.666046070225062,-0.0271673267288035,0.617180877231107,1.8720397197968,1.00067919377072,2994,1,0.511473333333333,"gamma0",2,3
"gamma022",0.0500075789436519,1.02178494316193,-1.94539600025757,-0.641363823144702,0.0478818516311674,0.739441531388349,2.05793223987942,1.00068215381714,3241,1,0.51899,"gamma0",3,3
"gamma032",0.175242355562978,0.966979664577638,-1.71180616420419,-0.479665289597308,0.169899102711334,0.826070933143387,2.07391241660065,1.00015919042734,14180,1,0.57002,"gamma0",4,3
"gamma042",0.270357901397144,1.00462205157582,-1.69836479163695,-0.40482740034575,0.267282118485735,0.944709817856296,2.24594651139082,1.00000179607083,3e+05,1,0.605423333333333,"gamma0",5,3
"gamma052",0.352657927462743,0.977889397085703,-1.55439473228369,-0.31057078748851,0.348627148887788,1.01241876204919,2.27189452463844,1.00002288002595,78318,1,0.638503333333333,"gamma0",6,3
