"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma1",1.87821687319054,2.14371373527337,-1.14972441008429,0.195149316370884,1.5157650918704,3.18045438095363,6.83992753748961,1.00092314723329,2263,1,0.79173,"gamma1",1,1
"gamma11",1.87215972790096,0.684507579827796,0.522896924377076,1.41207537229269,1.87442724987856,2.33392974417655,3.21161255075993,1.00033073995337,12593,0,0.99687,"gamma1",2,1
"gamma12",1.83668263216265,1.24151413630957,-0.659623055377676,1.01806872492235,1.85004793763557,2.67629271668508,4.23562408148868,1.00050520266409,5653,1,0.926476666666667,"gamma1",3,1
"gamma13",1.82766075081527,0.902673906198745,0.0543357591933781,1.2218326780054,1.83195009733474,2.43560882945741,3.59171708754066,1.00094784633391,3954,0,0.978296666666667,"gamma1",4,1
"gamma14",1.8612588803998,1.01716726001514,-0.070517459396944,1.15216854170797,1.84695439212384,2.55145054507924,3.89078432367593,1.00004465627973,63839,1,0.969496666666667,"gamma1",5,1
"gamma15",1.76846625554521,1.08338833667154,-0.617439889346576,1.10103976115459,1.81397690502102,2.49910122943672,3.78019866249409,1.00160495549841,1952,1,0.937136666666667,"gamma1",6,1
"gamma16",1.78201398787553,0.944538802725616,-0.0379111565939137,1.12729558155161,1.77603747221099,2.41891612314386,3.65135907998324,1.00064539800666,4476,1,0.97216,"gamma1",7,1
"gamma17",1.7289852163055,1.0866821522107,-0.545277171194828,1.0293349243564,1.75368817001789,2.46026489079968,3.79808020104285,1.00172944300898,2391,1,0.93984,"gamma1",8,1
"gamma18",1.74624717541268,0.948561315437304,-0.0898766193774648,1.09995669210982,1.7417614423682,2.38675669377626,3.61763062622737,1.00005163461104,52788,1,0.968673333333333,"gamma1",9,1
"gamma19",1.78362915659901,0.983999381446928,-0.0526713654475222,1.08686786602997,1.76245933017128,2.45231089804065,3.76131877936568,1.00011085344516,18093,1,0.971026666666667,"gamma1",10,1
"gamma110",1.95825810881856,2.09280902924294,-0.839077508358136,0.296678032336658,1.55760723403825,3.22501260185419,6.8968221643816,1.00169529073364,1295,1,0.814353333333333,"gamma1",1,2
"gamma111",1.95966496772877,0.691275066968684,0.604005262393357,1.49361667247847,1.96218215801018,2.4276801560706,3.31216575690015,1.00003189624881,3e+05,0,0.997226666666667,"gamma1",2,2
"gamma121",1.82433588748463,1.32141596046418,-0.965303475009914,0.997246440727088,1.8861545852429,2.72008531712677,4.27934088358325,1.01207192818846,301,1,0.904883333333333,"gamma1",3,2
"gamma131",1.83382190387811,0.857132771026186,0.175629765300533,1.24554406412785,1.83065774821397,2.41459635761843,3.52391336739115,1.00020964430444,12890,0,0.9858,"gamma1",4,2
"gamma141",1.85504845558035,1.06525618273038,-0.198076003413896,1.13092183005546,1.8507757553142,2.57247326045033,3.95846259769147,1.00021663211683,19340,1,0.961653333333333,"gamma1",5,2
"gamma151",1.8613387176146,0.960676220019403,0.0123048191790038,1.20777959691738,1.85741231994674,2.50842524531574,3.75666728593404,1.00013112727181,52907,0,0.975743333333333,"gamma1",6,2
"gamma161",1.90488027638005,0.979534228630614,0.070628766424822,1.21669853007334,1.88479459544203,2.56191353436861,3.88566870928544,1.00005420963661,34305,0,0.98002,"gamma1",7,2
"gamma171",1.90297015170112,1.00537025545506,-0.0625006502183696,1.21966101900142,1.90090376235472,2.5826808395863,3.87957021970539,1.00050678950722,5224,1,0.97069,"gamma1",8,2
"gamma181",1.91400836870436,0.976846598731511,0.0373785851266345,1.23744371419938,1.90713611959676,2.57634210592827,3.84943017076374,1.00011901075281,43537,0,0.97759,"gamma1",9,2
"gamma191",1.93643275471375,0.987599327278346,0.0576203572209614,1.25078340749211,1.92379652047867,2.60538245135765,3.89482296324689,1.00017441337908,14346,0,0.97865,"gamma1",10,2
"gamma112",2.03277237660375,2.03458445732593,-0.655113993435646,0.424842654175852,1.63949396077472,3.23723203421261,6.87101616852509,1.00066733142184,3967,1,0.845083333333333,"gamma1",1,3
"gamma113",2.03146975460635,0.703547932381778,0.641046281479021,1.5593643976951,2.03237095712116,2.50482761729201,3.41349012966916,1.00003456912081,130260,0,0.997903333333333,"gamma1",2,3
"gamma122",1.9757557276815,1.2452814195427,-0.629124733939682,1.1712163444586,2.00235245327702,2.81703402268062,4.34961623977292,1.00268263825241,1643,1,0.938433333333333,"gamma1",3,3
"gamma132",1.97774464256952,0.89524253359667,0.231637368555132,1.37320363561915,1.97866709728272,2.58131051208633,3.73411160880197,1.00016908823337,18517,0,0.986586666666667,"gamma1",4,3
"gamma142",1.99795226906568,1.03958158272073,-0.00324815175092526,1.28191432067093,1.98908883130042,2.70008602332602,4.05914384596235,1.00013713276201,34166,1,0.97485,"gamma1",5,3
"gamma152",2.01139434115932,0.970253430988021,0.129543378029558,1.3474945819755,2.00695461839904,2.66707934820235,3.92614017709861,1.00015198376432,27484,0,0.98248,"gamma1",6,3
"gamma162",2.03682211714849,0.990839509616213,0.139168670144113,1.35141040332595,2.02799818280794,2.70745797556885,4.01118639810043,1.00038197908724,8620,0,0.983803333333333,"gamma1",7,3
"gamma172",2.04687324263542,0.984129567354397,0.150295561302356,1.36596386987462,2.03882950026262,2.71750178320816,4.0012342916264,1.00014579574137,64534,0,0.984246666666667,"gamma1",8,3
"gamma182",2.05268523846843,0.999655259363441,0.0972989565618188,1.37467242869798,2.05017833183604,2.72939356767088,4.01674812194985,1.00110052648058,3207,0,0.980623333333333,"gamma1",9,3
"gamma192",2.05993542839705,0.990886977448326,0.128101148759457,1.38278996274805,2.05748484994582,2.72561150963158,4.01273563701867,1.00063888011619,4806,0,0.982463333333333,"gamma1",10,3
"gamma114",1.93598333331648,2.11345091492631,-0.942636547783944,0.267463760534017,1.5401524963236,3.22811069378115,6.85143641118197,1.00088082128513,3886,1,0.806513333333333,"gamma1",1,4
"gamma115",1.93749844404684,0.686857743004311,0.598911612290444,1.4722457944218,1.93614159332401,2.40330367865142,3.28549782173927,1.00000903248176,197022,0,0.997816666666667,"gamma1",2,4
