"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma072",0.0584094919022478,0.997837929274329,-1.90000553940098,-0.614886818884979,0.0588507706566714,0.729162537348324,2.01258726996643,1.00000412844791,3e+05,1,0.523676666666667,"gamma0",8,3
"gamma082",0.0617710545018274,0.99999335343541,-1.89918718352241,-0.611890751802986,0.0616156775849947,0.737391570415474,2.01595068609577,1.0000585256879,46754,1,0.524706666666667,"gamma0",9,3
"gamma092",0.0649779041233432,0.998526273687698,-1.88359848937841,-0.61165202138825,0.0645822405274564,0.741515940535544,2.02452615083937,1.00002005628523,116807,1,0.52553,"gamma0",10,3
"gamma014",0.0522192312594328,0.998601187548836,-1.9190302307208,-0.618787724934776,0.0540133042281273,0.724986238134089,2.0133179746879,1.00029803183634,8072,1,0.521906666666667,"gamma0",1,4
"gamma015",0.0567525050833623,0.994968165620038,-1.89752567942407,-0.614663302032523,0.0563748859417741,0.728825345325414,1.99958415747072,1.00002035007911,83231,1,0.522756666666667,"gamma0",2,4
"gamma023",0.0463992647189774,1.00543226487453,-1.9231761659035,-0.633042789178692,0.0459359385106599,0.72565319796962,2.01475703949478,1.00004676972615,52706,1,0.518666666666667,"gamma0",3,4
"gamma033",0.0226969227955888,1.00663098023486,-1.9492265029106,-0.655924210698636,0.0243786584128896,0.70488519376552,1.98813108652966,1.00026698793575,10424,1,0.50986,"gamma0",4,4
"gamma043",0.0137477588968698,0.995671340766202,-1.93958325882715,-0.655629730496355,0.0135477940302423,0.686472948998659,1.96021295502816,1.00007482733751,26364,1,0.50553,"gamma0",5,4
"gamma053",0.0143398834270217,0.996692164816833,-1.93477193967117,-0.659985499580801,0.0147845670670588,0.685476362302003,1.97499403143434,1.00002701365247,3e+05,1,0.505833333333333,"gamma0",6,4
"gamma063",0.0223699825748661,0.994594946499066,-1.92130293705542,-0.651328783497336,0.0220055913020897,0.691863174052485,1.97422050210781,1.00003286766102,58271,1,0.50878,"gamma0",7,4
"gamma073",0.0114606741571931,1.00617438066981,-1.95929112389385,-0.667040600364227,0.0125152129328469,0.692664528465672,1.98180736781526,1.00017270880251,16775,1,0.50494,"gamma0",8,4
"gamma083",0.0181710197846325,0.99106505903219,-1.92898479972584,-0.648661050384288,0.0141577654998116,0.686401330146298,1.9639887807094,1.0000643203711,34167,1,0.50557,"gamma0",9,4
"gamma093",0.0134262962577909,1.00256419490771,-1.94074115804448,-0.666382758728738,0.0107896935294506,0.689176378982197,1.98359806558755,1.00010056107937,20625,1,0.50436,"gamma0",10,4
"gamma016",0.0517141691427483,0.987173687554211,-1.8830652276254,-0.617279989007893,0.0543599860242251,0.716815821195127,1.98545674719716,1.00001899381086,245263,1,0.521256666666667,"gamma0",1,5
"gamma017",0.0565919881829566,1.00298317154711,-1.90574216972405,-0.618545629890817,0.0583420099039123,0.735314684530231,2.01295794029932,1.00001520865737,100846,1,0.52292,"gamma0",2,5
"gamma024",0.0547742763250179,1.00110314865222,-1.90427877889626,-0.619975516820331,0.0554699755594023,0.728797297541742,2.01566152410518,1.00004195912982,48752,1,0.522653333333333,"gamma0",3,5
"gamma034",0.0459335751888134,1.00512371894729,-1.92438170647168,-0.631931127668597,0.0488798248491792,0.723921864675449,2.01088424073322,1.00007302506105,32209,1,0.5193,"gamma0",4,5
"gamma044",0.059494580893914,0.993671768310416,-1.88516626819751,-0.615869948679686,0.0588273411357914,0.731589545951728,2.00641743401037,1.00000711233993,172655,1,0.52339,"gamma0",5,5
"gamma054",0.064533006224752,1.00270291281315,-1.90005662927502,-0.610284079605864,0.0648735880179951,0.741741871228269,2.03335560613223,1.00006437623804,35366,1,0.52577,"gamma0",6,5
"gamma064",0.0404585056192156,1.00525519582649,-1.93033166684346,-0.6380318122834,0.0413809464469561,0.719286331379471,2.00968946068676,1.00011200806603,19062,1,0.5162,"gamma0",7,5
"gamma074",0.0518940399629637,0.996048830654289,-1.90377633596395,-0.620377426297764,0.0519946606498817,0.721673118890623,2.00888825467872,1.00006201495275,42780,1,0.5208,"gamma0",8,5
"gamma084",0.0606197432407387,1.00030607577733,-1.8919378723889,-0.615951223848088,0.0601247694207147,0.73772437284195,2.0186309431328,1.00002318927407,91214,1,0.523576666666667,"gamma0",9,5
"gamma094",0.0507042051034085,1.00545227141688,-1.9197488595208,-0.627098624796317,0.0520552565955974,0.729383545865219,2.01887491319626,1.00009442435572,30857,1,0.520836666666667,"gamma0",10,5
