"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","cv","year","sim"
"eps10",0.507480658205408,0.290336480423691,0.0256978269758253,0.256777501862002,0.509144865015829,0.76158850312278,0.977540688947964,1.00014880612834,13321,0,1,"eps",0.572113391376138,1,2
"eps11",0.517963979121621,0.291234227257994,0.0268295079196436,0.266488235002817,0.526759439644641,0.774181376237784,0.979208042385528,1.00004398065113,74744,0,1,"eps",0.562267337106874,2,2
"eps21",0.516375867057221,0.291596904557901,0.0264185266950739,0.264544964343325,0.523895961997071,0.77140853785574,0.981348313120733,1.00044779669977,8504,0,1,"eps",0.56469893959159,3,2
"eps31",0.516047747100796,0.292260289803822,0.0262991191117837,0.262682696245789,0.523276490162605,0.77389028974765,0.979586599408258,1.0002092732429,9620,0,1,"eps",0.566343504929083,4,2
"eps41",0.510169848549857,0.291827155018801,0.0259247586337862,0.257425141202722,0.513395141463699,0.765308500629639,0.979617993143901,1.00084886299374,2834,0,1,"eps",0.572019604546038,5,2
"eps51",0.516802342541791,0.294008182801409,0.0252078085849262,0.261195944110833,0.525070311936297,0.775827263042249,0.98146513440712,1.00006479009388,31000,0,1,"eps",0.568898703816602,6,2
"eps61",0.522344207396594,0.294561279940742,0.0264956342057302,0.266735570696469,0.53076930173765,0.783044817904981,0.983680839402429,1.0005189841156,4029,0,1,"eps",0.563921789061009,7,2
"eps71",0.523035291015788,0.292633505927745,0.0272404185879497,0.270368193079135,0.531679594659168,0.781715419850705,0.982776932951492,1.00031111176322,8458,0,1,"eps",0.559490938669589,8,2
"eps81",0.52320474217407,0.291640470530238,0.0278562879825645,0.271596019799816,0.533906398880454,0.780087419388743,0.981532882996896,1.00051054636384,3913,0,1,"eps",0.557411749210044,9,2
"eps91",0.519579887830417,0.292952423634491,0.0264872574436572,0.265267767723411,0.528645668922696,0.777477154707676,0.981815971150692,1.00068806632956,2947,0,1,"eps",0.563825564645617,10,2
"eps12",0.496207684037754,0.288016459515653,0.0244370369271444,0.245689600772347,0.495792728969733,0.746131955229808,0.971576212500266,1.00044921233147,4431,0,1,"eps",0.58043530719234,1,3
"eps13",0.493443508558163,0.286393629541746,0.0254697846472903,0.245174126104569,0.490977558897755,0.739881542962794,0.972189000895289,1.00060096732151,3795,0,1,"eps",0.580398008231146,2,3
"eps22",0.493577069315956,0.286582940833662,0.0252557233777591,0.244708232510756,0.491432492051725,0.739775855258212,0.97229806134698,1.00032723642788,6182,0,1,"eps",0.580624503546801,3,3
"eps32",0.496245362655727,0.290505071694019,0.0237361727750055,0.242140038372871,0.494665093283513,0.747844869519501,0.975749885740676,1.0005308495244,4737,0,1,"eps",0.585406118737998,4,3
"eps42",0.496660452100717,0.292273928589696,0.0215983527856936,0.240420080997563,0.497571871054829,0.750727700649015,0.975555398149954,1.00079832787345,2827,0,1,"eps",0.588478360524719,5,3
"eps52",0.492800433542978,0.295896565815131,0.0201027667911851,0.231350401163677,0.488786719924306,0.752542128032702,0.978104037652566,1.00083131704851,2551,0,1,"eps",0.600438931613327,6,3
"eps62",0.491830937637024,0.296979328414883,0.0184727630723968,0.229711394153341,0.486000298711625,0.753088522106878,0.979245798480597,1.00195028538198,1082,0,1,"eps",0.603824008798033,7,3
"eps72",0.483778639693937,0.292383504377922,0.0178199943828654,0.228218968118805,0.478137511744132,0.735051770910134,0.975564529350956,1.0008208879806,3598,0,1,"eps",0.604374563876774,8,3
"eps82",0.484761456190943,0.292005721385304,0.0191424577317185,0.228840225664752,0.47987515903708,0.736735189831588,0.974374678552148,1.00056506851183,3594,0,1,"eps",0.60236992371416,9,3
"eps92",0.487955608404483,0.293399120477936,0.0201721910350288,0.229808833063651,0.482118409230759,0.743500505448587,0.975860842870758,1.00142490508054,1557,0,1,"eps",0.601282402383471,10,3
"eps14",0.504070042370904,0.287438329262735,0.0259674100897037,0.257315585814879,0.505181091313253,0.752381356367026,0.975440968514045,1.00038060596255,5776,0,1,"eps",0.57023489813194,1,4
"eps15",0.508538813856484,0.288413201303418,0.0272819384040879,0.259530419963218,0.512433874463473,0.759398077383746,0.976440895656898,1.00008504897422,25836,0,1,"eps",0.567140980088123,2,4
"eps23",0.510261035469404,0.289854498217128,0.0268548098004811,0.25928747426158,0.513971436752439,0.763929747929314,0.977283495012386,1.00054954584922,3693,0,1,"eps",0.568051405199856,3,4
"eps33",0.509617440020425,0.289690892742889,0.0265428380071067,0.259729721500623,0.513674031339746,0.761678382324426,0.977620679104309,1.00002108587554,3e+05,0,1,"eps",0.568447760993576,4,4
"eps43",0.507992695629054,0.28958721035256,0.0269296007092832,0.257765094592092,0.510383157070088,0.758780349775223,0.979034462165035,1.00015224330163,15341,0,1,"eps",0.570061760423465,5,4
"eps53",0.501685599348182,0.286352536774187,0.0260014366725567,0.254780102878366,0.504191226552079,0.747518779930826,0.974503368402279,1.00016800152479,11724,0,1,"eps",0.570780857864431,6,4
"eps63",0.504333703296503,0.286959971201403,0.027152136824245,0.257510798939354,0.506374555406684,0.752614217457602,0.973861237367551,1.00010478788877,18903,0,1,"eps",0.568988289550612,7,4
"eps73",0.507831875705002,0.288552652550225,0.027096841019147,0.258266324320223,0.511373802331573,0.758453045305404,0.975364125268692,1.0000141783484,3e+05,0,1,"eps",0.568205081946933,8,4
"eps83",0.513173027538277,0.290017180179308,0.0271117166901712,0.262199367692824,0.5208210745759,0.766845792161095,0.977207331688734,1.00003704099749,70266,0,1,"eps",0.565145018573051,9,4
"eps93",0.511341001596657,0.288726156357148,0.0269884510968024,0.262425069050805,0.516259205166724,0.76376425251657,0.976009637150261,1.00073711131848,2852,0,1,"eps",0.564645032288831,10,4
"eps16",0.505434562107844,0.289965719623591,0.0251151650649802,0.254349951881062,0.507219873687443,0.757153239214025,0.97702591318115,1.00012641728568,18121,0,1,"eps",0.573695867600209,1,5
"eps17",0.507950780096378,0.290344688823989,0.0259890378821768,0.256762745517742,0.510416481536887,0.761422787703335,0.978177512018361,1.00008439985998,24653,0,1,"eps",0.571600045124253,2,5
"eps24",0.50137697999471,0.291783941259129,0.024237174931369,0.247147018702803,0.500823484400028,0.755195576297222,0.977762687915278,1.00031239441686,6529,0,1,"eps",0.581965173714611,3,5
"eps34",0.501973945287747,0.290859418405533,0.023980284117983,0.248820773369684,0.502492003645899,0.755424524469193,0.976998510722729,1.00045700599973,4556,0,1,"eps",0.579431305421247,4,5
"eps44",0.503321127868874,0.289741252807932,0.0243914410135893,0.25273955086649,0.505454762323817,0.754363755664783,0.977075223391335,1.00017659481279,11321,0,1,"eps",0.575658832433151,5,5
"eps54",0.509336107533265,0.289602584205868,0.0256464594844573,0.259860694750025,0.512802261606452,0.761704874133141,0.978365878408304,1.0004576233908,4348,0,1,"eps",0.568588364191231,6,5
"eps64",0.513663290598822,0.290223671542772,0.0268682798181155,0.262654523980464,0.520015664717151,0.76820332918808,0.978138839766086,1.00008357601799,24531,0,1,"eps",0.565007616573949,7,5
"eps74",0.508890159096377,0.288520826014661,0.0261309292321157,0.259846443911288,0.512873838751168,0.759964672893825,0.976342901658021,1.00088106226376,2390,0,1,"eps",0.566960906705249,8,5
"eps84",0.504788864490815,0.288010922852991,0.0268368176340803,0.256503021463917,0.505933016201055,0.754089212841217,0.976206134043308,1.00073711125634,2973,0,1,"eps",0.570557203442889,9,5
"eps94",0.507979460922712,0.290323497758511,0.0259924638015118,0.256973431090934,0.510230934099963,0.762091788175468,0.977748275690967,1.00243017200146,828,0,1,"eps",0.571526055858945,10,5
