"","sim1","sim2","sim3","sim4","sim5"
"1",0,0,0,0,0
"2",0.0727272727272727,0,0.0727272727272727,0.0545454545454545,0.0545454545454545
"3",0,0.0545454545454545,0,0,0
"4",0.0181818181818182,0.0363636363636364,0,0,0
"5",0,0,0,0,0
"6",0,0,0.0181818181818182,0,0
"7",0,0,0.0363636363636364,0,0
"8",0,0,0.0545454545454545,0,0
"9",0,0,0.0181818181818182,0.0545454545454545,0
"10",0,0,0.0181818181818182,0,0
