"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma0",0.0728224564777168,0.995300240805307,-1.8699682191802,-0.599661028791462,0.0680718036895869,0.741791421871329,2.03445104114972,1.00006179862822,30311,1,0.52775,"gamma0",1,6
"gamma01",0.0721177469971643,0.999550118051503,-1.8861140936859,-0.603237253277334,0.0745611129233872,0.747750022777498,2.02372885141239,1.00000506845807,3e+05,1,0.529146666666667,"gamma0",2,6
"gamma02",0.0613647141850965,1.00652741587824,-1.90441647391251,-0.619931124182652,0.0609509317876892,0.739182457687302,2.03752554864862,1.00011311104535,18945,1,0.524126666666667,"gamma0",3,6
"gamma03",0.058117696862882,0.995615047062083,-1.89466545577018,-0.616975004583258,0.0587075301433149,0.731582702478744,2.00713979287563,1.00004485816397,59461,1,0.52322,"gamma0",4,6
"gamma04",0.0561956180083227,1.00607967962982,-1.91719518710499,-0.620124298098377,0.0561915004901011,0.733748802526513,2.0263712738302,1.00006314231439,29907,1,0.52268,"gamma0",5,6
"gamma05",0.0602008002242639,0.999282716589979,-1.90682710581641,-0.612107579787717,0.0589926197955919,0.733162914228333,2.02852710111271,1.00000144510008,3e+05,1,0.523563333333333,"gamma0",6,6
"gamma06",0.0643451548999856,1.00049995469662,-1.89263390517386,-0.608344034844252,0.0636932963856504,0.736246347303936,2.02514811591059,1.00000789491739,3e+05,1,0.525623333333333,"gamma0",7,6
"gamma07",0.0535202954832572,1.00198772997319,-1.91476388092928,-0.621969429235023,0.055507591941164,0.73029768634956,2.01342932503221,1.00000264776354,3e+05,1,0.522053333333333,"gamma0",8,6
"gamma08",0.056734480635922,0.997373596139534,-1.90393237962558,-0.614858769419037,0.0548022599495576,0.731569628173811,2.01012221738515,1.00001373187039,3e+05,1,0.521736666666667,"gamma0",9,6
"gamma09",0.0499675164335895,1.00029093129919,-1.90071590522435,-0.626214889946888,0.0450729751411432,0.72298789217956,2.01841546139891,1.00011603579912,22802,1,0.51821,"gamma0",10,6
