"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","year","sim"
"gamma123",-0.0056047619326411,1.33320439677452,-2.62225687205371,-0.902277348182587,-0.00472575381783455,0.895317055936155,2.60693440027073,0.999999473727054,3e+05,1,0.501396666666667,"gamma1",3,9
"gamma133",-0.00446678034359673,0.865896604913424,-1.70044721671972,-0.587999158884793,-0.00442467927050241,0.580345137423077,1.69717152033846,1.00001956952331,95509,1,0.502123333333333,"gamma1",4,9
"gamma143",-0.00541163740277573,1.07524052112253,-2.11421108155337,-0.731946819807887,-0.00613128940455779,0.722473213487201,2.09802247061773,1.00000549780793,3e+05,1,0.50213,"gamma1",5,9
"gamma153",-0.00373387579134036,0.964035801292424,-1.89645423163207,-0.653808765598924,-0.00406931420159176,0.645826253884738,1.88475563411941,1.0000023523275,3e+05,1,0.5016,"gamma1",6,9
"gamma163",-0.00381545608999652,1.0212568851747,-2.00637341268868,-0.691183763700324,-0.0034988538742034,0.684304523849475,2.00340885969043,1.00000019309277,3e+05,1,0.50126,"gamma1",7,9
"gamma173",-0.00498471411319097,0.990931946696156,-1.94433928180968,-0.676169186294326,-0.00514878200835788,0.66610120618536,1.93836666606077,1.00000580977642,249235,1,0.502053333333333,"gamma1",8,9
"gamma183",-0.00861844060554575,1.00337105486637,-1.97832390243262,-0.687397017406603,-0.00908957326926776,0.667891241245628,1.95561679406237,1.0000016169749,3e+05,1,0.503653333333333,"gamma1",9,9
"gamma193",-0.00678835404736098,0.99635014092307,-1.95801234289609,-0.676556021132384,-0.00920783586563307,0.663991041498642,1.94805061701528,0.999998409543597,3e+05,1,0.503763333333333,"gamma1",10,9
"gamma116",-0.0103803558426057,3.15992795913671,-6.21674316873334,-2.13507218910074,-0.00773352303554069,2.12440810877039,6.19209227754689,0.999998882900477,3e+05,1,0.50106,"gamma1",1,10
"gamma117",-0.0111752877511857,0.56246361579001,-1.11291730202876,-0.391526319525582,-0.0110093462373061,0.368151127980775,1.0920089144832,1.00000238778805,3e+05,1,0.507786666666667,"gamma1",2,10
"gamma124",-0.0127563116192574,1.33698672925717,-2.63027164777049,-0.914180051728759,-0.0134301923061846,0.890635921318145,2.61470421968397,1.00000581543825,275004,1,0.504056666666667,"gamma1",3,10
"gamma134",-0.0116106389154807,0.864012533632297,-1.7058162944571,-0.594503429034734,-0.0118106084623354,0.571478601815634,1.67995143257506,1.00000497745781,3e+05,1,0.50559,"gamma1",4,10
"gamma144",-0.00919369004457082,1.07499514329414,-2.10982164277367,-0.735250937307505,-0.00645466009289193,0.713441226006859,2.10075735699453,1.00000066195516,3e+05,1,0.502523333333333,"gamma1",5,10
"gamma154",-0.011522322322767,0.96499309679456,-1.8968038459305,-0.662962682162925,-0.014067879052117,0.63860521264608,1.88236208867739,0.999998925288084,3e+05,1,0.505846666666667,"gamma1",6,10
"gamma164",-0.0101320025713878,1.01664986022282,-2.0012192683681,-0.694282120935098,-0.0097629458941295,0.674933625665917,1.98509043867332,0.999996121272201,3e+05,1,0.504106666666667,"gamma1",7,10
"gamma174",-0.0104342858316763,0.995286942584363,-1.9561107119823,-0.683275830418413,-0.0113998262638748,0.6622813846126,1.93377236853822,1.00001029126197,277742,1,0.504456666666667,"gamma1",8,10
"gamma184",-0.00954031034473896,1.00256728093958,-1.97159343468656,-0.68702312999951,-0.0119809306513483,0.668493018307076,1.95311941516854,0.999997395131938,3e+05,1,0.504633333333333,"gamma1",9,10
"gamma194",-0.0104471877332302,0.99985137887685,-1.96985736295027,-0.684833966440911,-0.00845236019675924,0.663950638168439,1.94855798201589,1.00001398657841,296704,1,0.50325,"gamma1",10,10
